,Plot,height_95p,canopy_cover_50p,canopy_cover_75p,plot_volume2,VCI,CAP,LPI,NDVI705,GNDVI,EVI,VOG2,MCARI2,MTVI,PBI,EVI2,GDD,Datt3,DCNI,LAI,PREC,date,hybrid_or_inbred,pedigree,nitrogen_treatment
100,105,2.122693586,85.12,47.34,0.176797264,0.967126854,87.05698969,0.000939555,0.81763,0.791055,0.716265,-0.70335,0.99029,0.72395,12.798025,0.769455,1492,11.44058,49.11289,3.518,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,95
101,106,2.143166961,83.17,47.67,0.168963913,0.952525969,86.01474373,0.000988041,0.819595,0.794955,0.714365,-0.705395,0.993675,0.7167,13.05362,0.76571,1492,11.471075,45.78525,3.496,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
102,107,1.771193586,74.26,33.54,0.222487956,0.799993766,84.73611851,0.000874747,0.750885,0.71822,0.638395,-0.35237,0.95347,0.64808,7.83325,0.6825,1492,8.19079,41.70907,2.597,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
103,108,1.709193586,74.34,32.21,0.190174687,0.901196321,87.77695712,0.000892558,0.726875,0.68275,0.59353,-0.32548,0.93346,0.617095,6.540685,0.64589,1492,7.16353,46.64004,2.652,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
104,109,2.157193586,85.19,47.06,0.266068519,0.890855407,84.68448993,0.00081591,0.830845,0.799185,0.72874,-0.740915,0.99371,0.729925,13.40708,0.777725,1492,12.068095,53.871575,3.354,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,215
105,110,2.230193586,82.4,44.48,0.281614967,0.852991071,78.43345138,0.000784814,0.81501,0.795495,0.71034,-0.73547,0.985105,0.71594,13.41994,0.764765,1492,11.38909,54.59821,3.237,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
106,111,2.167193586,86.23,50.07,0.330817185,0.90175276,87.23604361,0.000791622,0.81509,0.790075,0.72113,-0.663645,0.99264,0.72947,12.37307,0.77227,1492,11.22707,57.514335,3.48,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
107,112,2.144193586,86.71,48.91,0.427616083,0.904309398,86.60445725,0.000769095,0.829325,0.79359,0.730725,-0.67642,0.995975,0.731955,12.46467,0.776305,1492,11.859615,56.00068,3.628,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
108,201,2.262193586,84.99,47.61,0.122580453,0.861713247,89.11104718,0.000936677,0.816445,0.798415,0.72027,-0.765565,0.992225,0.729015,13.76282,0.776615,1492,11.47498,48.58182,3.864,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,255
109,202,2.193193586,83.11,43.99,0.101453543,0.861222108,79.16730368,0.000941989,0.82267,0.802515,0.725955,-0.76951,0.99265,0.729655,14.08873,0.77892,1492,11.70951,47.38925,3.736,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
110,203,2.211693586,84.62,46.57,0.271416464,0.970331632,86.4442752,0.000832885,0.81858,0.80095,0.720055,-0.758045,0.99425,0.72302,13.847055,0.773525,1492,11.527065,42.135005,3.827,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,215
111,204,2.274693586,84.03,45.45,0.237074157,0.985899018,82.15248709,0.000864912,0.824315,0.801675,0.725765,-0.769825,0.99582,0.72882,13.96787,0.778315,1492,11.748605,72.11707,3.671,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
112,205,2.216693586,85.42,47.36,0.340339119,0.991623387,88.75238658,0.000791178,0.814645,0.789925,0.72053,-0.684575,0.990785,0.732565,12.55238,0.774395,1492,11.260565,55.04357,3.731,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,95
113,206,2.215193586,83.73,46.71,0.255578553,0.98820625,82.91218041,0.000819784,0.81283,0.790425,0.714625,-0.674265,0.992095,0.72268,12.53904,0.76768,1492,11.133415,59.17658,3.516,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
114,207,2.178693586,82.94,44.29,0.419450271,0.968114399,87.53400189,0.00075983,0.835675,0.802495,0.73456,-0.73426,0.99585,0.730245,13.82989,0.779495,1492,12.087195,57.78817,3.458,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,175
115,208,2.151693586,82.21,41.08,0.303560911,0.93135179,88.04600362,0.000819854,0.820805,0.786295,0.718485,-0.69043,0.99243,0.72835,12.27785,0.770945,1492,11.50172,55.66875,3.139,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
116,209,1.678193586,70.82,28.96,0.404044003,0.759409609,85.61933882,0.000792877,0.728585,0.68739,0.59473,-0.32576,0.917685,0.617675,6.645505,0.6457,1492,7.43196,59.58832,2.535,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
117,210,1.737193586,69.34,27.7,0.300295523,0.651317232,76.33909386,0.000783264,0.72732,0.68961,0.58887,-0.31343,0.91467,0.6046,6.699355,0.636505,1492,7.36645,57.376105,2.985,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
118,211,2.149193586,80.34,43.39,0.264350459,0.800484756,89.93060143,0.000798762,0.80768,0.783915,0.684885,-0.648935,0.98602,0.684985,11.922355,0.73686,1492,10.932655,60.205335,3.114,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,135
119,212,2.264193586,86.59,48.51,0.255211354,0.872699702,87.33510986,0.00079972,0.822315,0.79629,0.728345,-0.719705,0.99553,0.73676,13.150245,0.78118,1492,11.62674,60.05233,4.594,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
120,301,2.207193586,83.83,47.8,0.29921721,0.874858573,87.34975392,0.000785687,0.812365,0.792445,0.71504,-0.709945,0.99256,0.7238,12.90081,0.76977,1492,11.211235,66.89633,3.535,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,95
121,302,2.178193586,81.59,45.8,0.323648792,0.94913653,88.12284227,0.000801898,0.80829,0.792155,0.707695,-0.700235,0.99095,0.71609,12.8911,0.76367,1492,10.999865,69.63814,4.482,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
122,303,2.194193586,84.54,49.25,0.348373355,0.985659941,89.608628,0.000776536,0.812505,0.798165,0.71346,-0.73973,0.99289,0.71852,13.563935,0.76852,1492,11.23584,70.841985,4.243,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,135
123,304,2.216219486,83.05,47.67,0.235730219,0.981165489,85.89005858,0.000847144,0.813795,0.79665,0.71071,-0.733935,0.993595,0.71286,13.42068,0.76413,1492,11.262955,67.43373,4.32,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
124,305,2.107193586,78.8,39.52,0.353222613,0.90594352,89.08151321,0.000789915,0.789845,0.75953,0.67852,-0.513125,0.980385,0.686355,9.899495,0.726885,1492,9.964135,64.50989,4.164,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
125,306,2.032193586,76.43,35.93,0.172975172,0.938218797,85.59558751,0.000859753,0.78088,0.75014,0.660445,-0.458775,0.973865,0.66074,9.29748,0.7043,1492,9.531915,63.068255,4.036,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
126,307,2.322193586,85.59,47.91,0.254875177,0.991068664,88.31436861,0.000778071,0.82233,0.80252,0.730015,-0.77229,0.996635,0.734405,14.33174,0.78244,1492,11.54107,61.587805,4.276,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,215
127,308,2.287193586,85.16,48.36,0.186802391,0.911663949,83.81677312,0.000880831,0.806125,0.785115,0.715995,-0.731475,0.993405,0.740225,12.883575,0.779115,1492,10.922115,66.76317,4.256,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
128,309,2.327193586,87.05,49.98,0.159091857,0.921978799,89.1638056,0.000905985,0.8187,0.79898,0.73276,-0.775405,0.9942,0.74782,13.91397,0.79001,1492,11.554175,60.28301,4.663,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,255
129,310,2.271193586,86.67,49.56,0.242081675,0.821533801,86.05836581,0.00090619,0.813225,0.796565,0.72287,-0.74479,0.994085,0.73698,13.49925,0.781225,1492,11.272105,59.258385,4.569,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
130,311,2.317193586,86.85,51.82,0.200857514,0.924982205,84.93322096,0.000951663,0.80928,0.795775,0.71859,-0.73686,0.992545,0.73279,13.43594,0.77776,1492,11.09642,56.98578,5.46,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,175
131,312,2.283693586,86.78,49.73,0.135774001,0.917484726,86.48843445,0.000960365,0.83441,0.806835,0.7434,-0.781625,0.99499,0.746565,14.267915,0.79311,1492,12.21607,59.894375,4.994,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
132,401,2.244193586,84.89,49.43,0.370374128,0.940853333,88.65616045,0.000765782,0.81359,0.796465,0.716825,-0.75131,0.99148,0.72454,13.6222,0.77255,1492,11.321145,60.74619,4.324,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,175
133,402,2.248193586,82.88,46.45,0.203499929,0.876223979,88.60987142,0.000843926,0.81003,0.79727,0.71347,-0.7449,0.992155,0.722445,13.593465,0.77115,1492,11.12102,60.54922,4.704,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
134,403,2.249193586,83.31,45.97,0.204170887,0.926923351,88.1549999,0.000845234,0.81141,0.79805,0.71251,-0.73296,0.994375,0.716995,13.469075,0.76734,1492,11.188065,58.814245,4.229,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,95
135,404,2.192193586,82.16,45.52,0.108938031,0.995096799,81.72606433,0.001008806,0.814465,0.79388,0.710145,-0.709775,0.99343,0.711385,13.093815,0.76176,1492,11.278155,58.160745,4.936,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
136,405,2.305193586,84.99,47.3,0.13874049,0.983026759,89.00866303,0.000916976,0.811585,0.798525,0.72234,-0.77111,0.99058,0.736405,13.943015,0.781335,1492,11.294065,65.040505,5.051,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,255
137,406,2.211193586,84.37,46.45,0.089560302,0.964017637,79.31481214,0.001037232,0.81986,0.80046,0.72748,-0.75417,0.992275,0.73597,13.979955,0.782165,1492,11.547115,62.14834,4.536,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
138,407,2.256693586,85.26,49.37,0.201485091,0.978783507,91.06071147,0.000928613,0.819925,0.796915,0.7268,-0.743585,0.996675,0.73874,13.889525,0.783105,1492,11.384795,64.968705,5.505,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,215
139,408,2.237193586,84.63,47.32,0.081622217,0.985570142,80.6469762,0.001018287,0.81034,0.786995,0.717145,-0.73134,0.99247,0.737255,12.961405,0.77754,1492,11.09875,64.378055,4.82,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
140,409,2.254193586,85.24,48.21,0.104144501,0.992160929,87.6484098,0.000945794,0.81535,0.79001,0.723045,-0.702365,0.99181,0.737005,12.71106,0.778,1492,11.317845,69.29136,5.628,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,135
141,410,2.255222506,85.08,49.02,0.146136337,0.939880838,87.53286218,0.000920334,0.807875,0.790235,0.71082,-0.69687,0.991505,0.72543,12.64409,0.769255,1492,10.97176,65.99262,4.641,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
142,411,1.928193586,76.26,35.01,0.151302837,0.894365326,83.83706642,0.000963778,0.75811,0.7266,0.64179,-0.388775,0.95881,0.652885,8.04425,0.688585,1492,8.49933,66.35222,4.079,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
143,412,1.990193586,78.58,37.69,0.152927365,0.96948402,78.61605248,0.000954198,0.783755,0.74485,0.66116,-0.444755,0.97735,0.65604,8.868515,0.70064,1492,9.59041,73.02984,3.61,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
144,501,2.2155,84.62,46.73,0.264737221,0.8556702,87.71781615,0.000795796,0.83218,0.80876,0.757475,-0.801345,0.996815,0.7695,15.00701,0.806875,1492,12.092575,63.06017,5.316,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,135
145,502,2.25,82.98,45.81,0.217573542,0.955979679,79.88685007,0.000836353,0.81029,0.794565,0.732255,-0.7637,0.986795,0.76591,13.98928,0.79503,1492,11.18137,61.518715,4.455,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
146,503,2.1935,83.3,46.13,0.217138061,0.893091387,83.10346643,0.000815384,0.81921,0.799815,0.73975,-0.78303,0.99103,0.76429,14.363935,0.79753,1492,11.55248,60.0047,4.466,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,255
147,504,2.164,81.35,44.44,0.144436601,0.862490709,82.98215626,0.000896626,0.8203,0.79947,0.744555,-0.7734,0.98958,0.772135,14.30551,0.802985,1492,11.572145,59.695775,5.193,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
148,505,2.163,80.86,44.52,0.174444448,0.846498796,82.55656116,0.000903751,0.83943,0.80818,0.75547,-0.79912,0.995335,0.76434,14.7238,0.80275,1492,12.415585,58.17145,4.868,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,175
149,506,2.17,80.64,45.96,0.085164083,0.876384786,66.94552302,0.001065128,0.82282,0.7994,0.743385,-0.78298,0.99153,0.76824,14.333385,0.799695,1492,11.653395,64.64852,5.007,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
150,507,2.12,75.72,38.67,0.169367891,0.903491991,86.22377132,0.000883587,0.809545,0.77168,0.72688,-0.57156,0.98004,0.752555,10.962585,0.775155,1492,10.901395,61.90348,4.082,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
151,508,1.984,71.2,33.78,0.064295665,0.839568149,74.40000591,0.00103328,0.81257,0.77431,0.70382,-0.554165,0.98172,0.710115,11.03819,0.74699,1492,11.0136,59.150655,4.39,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
152,509,2.1345,77.63,39.93,0.151078337,0.743827623,82.35625721,0.000894371,0.83948,0.806085,0.744715,-0.752825,0.990025,0.74615,14.062705,0.78765,1492,12.387875,67.405335,3.792,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,95
153,510,2.136,78.05,42.59,0.078696532,0.846331942,78.33431229,0.001018287,0.8466,0.81187,0.74978,-0.799725,0.99523,0.74362,14.91422,0.790035,1492,12.69706,63.66402,4.745,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
154,511,2.248,82.08,45.53,0.085343256,0.966656816,77.57533617,0.0009524,0.823285,0.800985,0.743805,-0.783605,0.9907,0.768565,14.439885,0.80096,1492,11.713015,68.748765,5.009,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,215
155,512,2.262,82.52,44.22,0.063088553,0.974068214,79.45375118,0.000974679,0.82929,0.806305,0.7672,-0.80445,0.995415,0.79944,14.97889,0.825075,1492,11.95932,72.01615,3.959,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
156,601,2.215,81.63,45.21,0.279286558,0.967897331,86.91941169,0.000761977,0.84138,0.81328,0.763805,-0.83412,0.995585,0.7697,15.569195,0.809835,1492,12.5173,68.20943,5.237,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,215
157,602,2.2155,79.58,43.18,0.211026704,0.849420496,88.15781801,0.000794728,0.825455,0.804075,0.748,-0.80685,0.98809,0.77345,14.877705,0.80499,1492,11.85102,65.26574,4.967,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
158,603,2.002,72.84,36.56,0.311538528,0.916240281,84.37242825,0.000758402,0.815455,0.78092,0.714595,-0.604,0.978295,0.722835,11.615165,0.758495,1492,11.24836,67.501265,3.503,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
159,604,1.9435,72.39,35.92,0.200040303,0.889776028,83.37560186,0.000814374,0.81451,0.77764,0.71343,-0.58435,0.982365,0.72422,11.37795,0.75914,1492,11.128235,44.88075,4.014,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
160,605,2.0405,74.79,37.44,0.278338722,0.944119018,87.30942481,0.00075821,0.842005,0.809185,0.73132,-0.77354,0.983035,0.7195,14.45349,0.770845,1492,12.596535,62.78758,4.595,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,95
161,606,2.087,76.89,41.61,0.187376517,0.757221784,79.16452355,0.000896191,0.8316,0.800175,0.7297,-0.76605,0.98509,0.73542,14.048505,0.777935,1492,12.090015,58.70641,4.94,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
162,607,2.289,83.18,45.73,0.28329885,0.83298168,82.24262268,0.000799933,0.836635,0.808025,0.77418,-0.814485,0.99301,0.80253,15.100165,0.82794,1492,12.314825,62.048665,5.434,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,255
163,608,2.152,79.12,41.3,0.092980081,0.927508749,75.2428085,0.001013022,0.84428,0.809115,0.76541,-0.799975,0.995635,0.78434,14.975025,0.81641,1492,12.548415,63.675895,4.467,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
164,609,2.0355,78.72,41.3,0.120770399,0.95111919,87.66600348,0.000909625,0.84475,0.811585,0.76066,-0.796235,0.989515,0.767785,14.87499,0.80586,1492,12.67284,58.45164,4.355,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,175
165,610,2.06,77.62,41.45,0.058753186,0.953259576,79.28437351,0.001026672,0.85116,0.817115,0.758985,-0.8338,0.99244,0.75219,15.632,0.79885,1492,12.9479,58.7632,4.146,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
166,611,2.152,80.56,43.72,0.13616551,0.900182361,85.41304684,0.00094783,0.832675,0.801625,0.755435,-0.763615,0.987305,0.775225,14.19346,0.80627,1492,12.115835,58.123815,4.653,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,135
167,612,2.224,81.4,45.16,0.086101007,0.936528559,77.82152694,0.001026299,0.84109,0.80983,0.77646,-0.793655,0.99396,0.797585,15.03965,0.825975,1492,12.462975,59.32448,4.595,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
168,701,2.156,81.04,43.42,0.155915502,0.847348003,87.40127734,0.000956366,0.84414,0.81254,0.75263,-0.81137,0.99625,0.748095,15.08304,0.79421,1492,12.61816,64.481575,4.71,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,175
169,702,2.15,80.89,43.64,0.100157534,0.873073585,82.41209593,0.000966534,0.828755,0.800425,0.74206,-0.765735,0.989745,0.762125,14.084355,0.79564,1492,11.91333,63.132695,4.55,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
170,703,1.76,71.24,33.52,0.153253571,0.91411617,84.78690382,0.00089859,0.77724,0.741135,0.660405,-0.44272,0.95529,0.67752,8.92358,0.70784,1492,9.425375,68.359195,3.691,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
171,704,1.734,66.89,29.33,0.160026472,0.636746455,82.09529201,0.000877995,0.767755,0.73428,0.639625,-0.420015,0.94908,0.653265,8.603005,0.68768,1492,9.05538,65.33271,2.817,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
172,705,1.923,73.61,35.33,0.212337609,0.678811056,81.02636869,0.000788048,0.83527,0.802345,0.713205,-0.72351,0.980965,0.701125,13.58206,0.753665,1492,12.27298,67.396775,4.142,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,135
173,706,2.046,75.15,38.88,0.157252461,0.805717308,82.21446074,0.00086499,0.829235,0.798795,0.72461,-0.750135,0.986845,0.729945,13.732135,0.77268,1492,11.913225,64.241605,3.958,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
174,707,2.149,79.61,42.51,0.301525183,0.931701966,86.03873663,0.000732176,0.83383,0.803205,0.75484,-0.7554,0.99029,0.77239,14.080305,0.80431,1492,12.13171,66.266855,4.617,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,95
175,708,1.949,73.95,37.82,0.163883189,0.813430544,81.37649128,0.000842519,0.82935,0.794495,0.72442,-0.68937,0.98601,0.735415,13.0874,0.773485,1492,11.84993,69.35161,4.289,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
176,709,1.9655,75.72,38.55,0.324533205,0.84308564,85.0612239,0.00074308,0.838395,0.806555,0.729,-0.764555,0.983435,0.72564,14.247755,0.773315,1492,12.40388,63.68413,3.889,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,255
177,710,2.034,77.57,41.26,0.253055275,0.8971036,81.85489534,0.000844327,0.84688,0.813985,0.748735,-0.81471,0.992185,0.741585,15.25614,0.789595,1492,12.722485,61.13631,4.0,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
178,711,2.137,80.76,44.13,0.345502649,0.921641588,87.93864704,0.000752328,0.836275,0.805355,0.745845,-0.791625,0.991175,0.756625,14.54929,0.79566,1492,12.27437,62.32179,4.187,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,215
179,712,2.192,81.21,44.54,0.219345228,0.917493005,85.26372586,0.000812843,0.835175,0.8072,0.75971,-0.79342,0.992885,0.777235,14.8404,0.8105,1492,12.244625,61.627485,4.75,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
180,713,2.0355,78.64,39.93,0.258752965,0.938823747,86.58127095,0.000760637,0.831435,0.798725,0.762105,-0.70893,0.984425,0.788345,13.42536,0.812535,1492,12.04239,62.035595,3.854,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,95
181,714,1.9495,75.87,39.09,0.223984608,0.850096396,85.57035646,0.000839498,0.833175,0.798775,0.722185,-0.711675,0.985105,0.7178,13.371555,0.76467,1492,12.12528,59.499695,3.81,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
182,801,1.8555,73.49,33.68,0.116468318,0.946638815,84.88622226,0.000918397,0.830805,0.795225,0.702965,-0.690045,0.98105,0.69568,12.86105,0.74662,1492,11.979595,60.901155,3.792,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,135
183,802,2.0925,78.38,41.38,0.149634041,0.829256699,83.84572659,0.000927178,0.852115,0.815615,0.74617,-0.83123,0.99288,0.734595,15.409585,0.78583,1492,12.95925,59.66994,3.152,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
184,803,2.212,80.4,43.74,0.119912794,0.915623957,83.924731,0.000922243,0.83306,0.807665,0.753415,-0.811415,0.992995,0.769565,14.968365,0.80513,1492,12.13648,63.115725,2.781,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,255
185,804,2.142,80.1,39.87,0.102598665,0.819636153,81.96057655,0.000898944,0.840675,0.810985,0.76662,-0.803695,0.990455,0.78122,14.971425,0.81442,1492,12.504135,61.896845,4.479,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
186,805,1.954,78.51,40.35,0.168884284,0.888647864,86.57066591,0.000927518,0.83977,0.80431,0.742235,-0.74364,0.989835,0.749055,13.859185,0.788975,1492,12.375985,65.631965,3.944,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,215
187,806,1.9435,78.7,40.47,0.13243479,0.932674859,85.06133034,0.000915367,0.84434,0.806935,0.741855,-0.755015,0.990155,0.73881,14.125155,0.783765,1492,12.6162,66.14399,3.581,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
188,807,1.96,76.66,40.24,0.079082212,0.80083342,77.36880202,0.001070401,0.839855,0.80592,0.74304,-0.77041,0.98888,0.74611,14.293575,0.78767,1492,12.39727,70.40478,3.142,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,175
189,808,1.82,67.63,26.4,0.120919932,0.799328178,77.28537608,0.000872283,0.761205,0.72801,0.65901,-0.40934,0.94259,0.689035,8.2865,0.71005,1492,8.756815,71.088385,4.023,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
190,809,1.397,60.68,18.47,0.230493679,0.873107641,77.41842634,0.000942322,0.719675,0.686205,0.56462,-0.30894,0.893595,0.584255,6.753415,0.616835,1492,7.2582,66.3484,3.126,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,0
191,810,1.92,73.53,34.75,0.17507598,0.895598978,84.15551141,0.000801322,0.840845,0.806745,0.71612,-0.76411,0.98051,0.70334,14.147285,0.756965,1492,12.51143,66.722565,2.062,108.458,20220714,for_nitrogen_treatment,for_nitrogen_treatment,
192,101,2.395010133,85.2,43.02,0.040321815,0.984798969,67.45951641,0.001044546,0.828925,0.819835,0.766415,-0.722805,0.995845,0.749455,15.172495,0.799025,1662,11.93966,43.75306,4.628,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,175
193,102,2.313486604,84.89,44.47,0.135748046,0.961354954,83.52269191,0.000944715,0.828775,0.819725,0.76527,-0.71077,0.994455,0.746195,15.080615,0.796865,1662,11.892385,45.75635,4.154,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,
194,103,2.231,81.37,40.08,0.057095945,0.907294055,76.75674003,0.001049364,0.82244,0.815645,0.74015,-0.688205,0.990735,0.7144,14.53525,0.77155,1662,11.63595,43.32642,4.26,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,135
195,104,2.238412789,83.66,44.87,0.074893825,0.903505783,79.64756616,0.001070855,0.8313,0.81895,0.74103,-0.703685,0.994665,0.705885,14.965835,0.768325,1662,11.97388,42.09242,4.418,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,
196,105,2.2225,82.12,40.19,0.068673027,0.964428282,74.38176677,0.001065625,0.81996,0.810565,0.74591,-0.669645,0.99108,0.72482,13.967165,0.77738,1662,11.4845,50.542945,4.089,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,95
197,106,2.223,80.58,40.87,0.10932942,0.951475446,79.29209247,0.000988875,0.823115,0.81242,0.74243,-0.669685,0.99028,0.71795,14.05186,0.77299,1662,11.602875,48.43855,3.75,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,
198,107,1.945033963,67.58,19.77,0.083223921,0.920639155,73.52330682,0.00095172,0.74787,0.74035,0.64195,-0.36777,0.93409,0.62813,8.50107,0.673555,1662,8.32989,44.935985,2.622,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,0
199,108,1.849,66.6,18.1,0.065731724,0.88697888,74.28918631,0.000989405,0.763255,0.744945,0.64334,-0.36817,0.95764,0.616275,8.591195,0.668175,1662,8.76901,49.146065,2.905,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,
200,109,2.266688899,82.13,37.27,0.075539585,0.956725516,74.5503208,0.00091808,0.828435,0.81589,0.75575,-0.71477,0.994775,0.734,14.69427,0.78608,1662,11.85049,56.556655,4.289,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,215
201,110,2.261,80.63,41.03,0.139006318,0.958861754,67.62010817,0.000899213,0.827415,0.81806,0.756275,-0.71826,0.990505,0.736435,14.88426,0.78867,1662,11.90513,54.88527,4.199,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,
202,111,2.246,84.55,42.05,0.200340787,0.985687106,87.76663815,0.000849994,0.825305,0.80991,0.756195,-0.636595,0.99519,0.736325,13.520205,0.78495,1662,11.595965,60.00932,3.925,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,0
203,112,2.269,84.39,38.84,0.16539763,0.960278692,82.12029122,0.000885478,0.82459,0.80927,0.754155,-0.628975,0.99119,0.73233,13.43542,0.781705,1662,11.627185,56.513645,4.018,108.458,20220721,for_nitrogen_treatment,for_nitrogen_treatment,
