,param_config,rmse_dict,r_2_dict,stratification_dict,average_r_2,average_rmse
93,"('linear', 1.5, 0.15)","{'fold_0': 0.5312489867669261, 'fold_1': 0.652198961777154, 'fold_2': 0.5799613432657733, 'fold_3': 0.6712275590533802, 'fold_4': 0.5391647921982385, 'fold_5': 0.5920539258897126, 'fold_6': 0.5885866776970428, 'fold_7': 0.5990428061034556, 'fold_8': 0.5496752606115083, 'fold_9': 0.6582836607260746}","{'fold_0': 0.6676400133768283, 'fold_1': 0.6245940181703995, 'fold_2': 0.4885757054842186, 'fold_3': 0.7058395453335635, 'fold_4': 0.5948030174263972, 'fold_5': 0.588579760960493, 'fold_6': 0.7030926437913254, 'fold_7': 0.7026179595986033, 'fold_8': 0.6910718714699416, 'fold_9': 0.1965163226383223}",{},0.5963,0.596
94,"('linear', 1.5, 0.2)","{'fold_0': 0.5465469098744486, 'fold_1': 0.6406086195234256, 'fold_2': 0.5598801898382979, 'fold_3': 0.6530243765852256, 'fold_4': 0.5371301711016768, 'fold_5': 0.5816660635105494, 'fold_6': 0.5609691487616998, 'fold_7': 0.6017661658598296, 'fold_8': 0.5484296272418183, 'fold_9': 0.6441255685621845}","{'fold_0': 0.6482230414441605, 'fold_1': 0.6378182706732709, 'fold_2': 0.5233786823251902, 'fold_3': 0.7215780210523947, 'fold_4': 0.5978553932447639, 'fold_5': 0.6028902280772717, 'fold_6': 0.7303017945378849, 'fold_7': 0.69990790548794, 'fold_8': 0.6924704251177782, 'fold_9': 0.23070663807578762}",{},0.6085,0.587
95,"('linear', 1.5, 0.25)","{'fold_0': 0.5374762989377838, 'fold_1': 0.6386371036598917, 'fold_2': 0.5743353364691209, 'fold_3': 0.6505905053676222, 'fold_4': 0.5337309723047495, 'fold_5': 0.5846994952168334, 'fold_6': 0.5686110182549348, 'fold_7': 0.5977271270197265, 'fold_8': 0.5382548324081488, 'fold_9': 0.641088271406372}","{'fold_0': 0.6598024832134186, 'fold_1': 0.6400441172803517, 'fold_2': 0.4984498836578617, 'fold_3': 0.7236495529932163, 'fold_4': 0.602929187796576, 'fold_5': 0.5987375139960552, 'fold_6': 0.7229037527995751, 'fold_7': 0.7039228068134269, 'fold_8': 0.7037755194017508, 'fold_9': 0.23794455484113586}",{},0.6092,0.587
96,"('linear', 1.5, 0.5)","{'fold_0': 0.5281193096390765, 'fold_1': 0.6164958534516348, 'fold_2': 0.5823434375827775, 'fold_3': 0.6274812577173327, 'fold_4': 0.5010066134145239, 'fold_5': 0.60251520713592, 'fold_6': 0.5518943087096282, 'fold_7': 0.5798752175960998, 'fold_8': 0.5233917863571931, 'fold_9': 0.6480067892670764}","{'fold_0': 0.6715444556935036, 'fold_1': 0.664570463544518, 'fold_2': 0.48436589798142704, 'fold_3': 0.742933049173027, 'fold_4': 0.6501272887316583, 'fold_5': 0.5739121531743535, 'fold_6': 0.738957071373724, 'fold_7': 0.7213441790014485, 'fold_8': 0.7199091784880758, 'fold_9': 0.2214078521587296}",{},0.6189,0.576
97,"('linear', 1.5, 1.0)","{'fold_0': 0.565179128842444, 'fold_1': 0.5890495501127867, 'fold_2': 0.5183104825170219, 'fold_3': 0.6862596213444366, 'fold_4': 0.5423553721950229, 'fold_5': 0.694888788974257, 'fold_6': 0.5687014669034036, 'fold_7': 0.6421825616002309, 'fold_8': 0.5203172917090828, 'fold_9': 0.5668277752474148}","{'fold_0': 0.6238294997215881, 'fold_1': 0.693772182217481, 'fold_2': 0.5915271033351032, 'fold_3': 0.6925166372018652, 'fold_4': 0.5899932130606207, 'fold_5': 0.43324712520453046, 'fold_6': 0.7228155906865388, 'fold_7': 0.6582440856863092, 'fold_8': 0.7231901183785432, 'fold_9': 0.404264948664137}",{},0.6133,0.589
98,"('linear', 2.0, 0.05)","{'fold_0': 0.5189164709787208, 'fold_1': 0.6576198785659144, 'fold_2': 0.5609780973746162, 'fold_3': 0.6843712649042035, 'fold_4': 0.5397722169299544, 'fold_5': 0.5888110325930624, 'fold_6': 0.5968973812073619, 'fold_7': 0.6185805648430351, 'fold_8': 0.5695847135857048, 'fold_9': 0.6576264049581972}","{'fold_0': 0.6828918418611711, 'fold_1': 0.618327519437887, 'fold_2': 0.5215075705408355, 'fold_3': 0.6942064913315242, 'fold_4': 0.5938895107748858, 'fold_5': 0.5930744123813461, 'fold_6': 0.694648927951387, 'fold_7': 0.6829034154057971, 'fold_8': 0.668287588148792, 'fold_9': 0.19811997977883566}",{},0.5948,0.599
99,"('linear', 2.0, 0.1)","{'fold_0': 0.5160880646626005, 'fold_1': 0.6496025612435622, 'fold_2': 0.5725220789967287, 'fold_3': 0.6793074282506538, 'fold_4': 0.5430998529176969, 'fold_5': 0.5943828236938877, 'fold_6': 0.5818103724314153, 'fold_7': 0.6077192972053974, 'fold_8': 0.5631032210792979, 'fold_9': 0.6670886628253048}","{'fold_0': 0.6863392805779871, 'fold_1': 0.6275770469769255, 'fold_2': 0.5016118130198612, 'fold_3': 0.698715036992352, 'fold_4': 0.5888668237421161, 'fold_5': 0.5853366773646951, 'fold_6': 0.7098897848519282, 'fold_7': 0.6939410552140528, 'fold_8': 0.6757939650900491, 'fold_9': 0.17487826523302774}",{},0.5943,0.597
100,"('linear', 2.0, 0.15)","{'fold_0': 0.5313223604285541, 'fold_1': 0.6502373919956111, 'fold_2': 0.5801198559248445, 'fold_3': 0.672893208646026, 'fold_4': 0.5391931633686939, 'fold_5': 0.5925592407247732, 'fold_6': 0.5902752153671647, 'fold_7': 0.5990948920773914, 'fold_8': 0.5506665136999965, 'fold_9': 0.6603565446737231}","{'fold_0': 0.6675481989776368, 'fold_1': 0.6268487830133839, 'fold_2': 0.48829610649280397, 'fold_3': 0.7043778170049682, 'fold_4': 0.5947603728943809, 'fold_5': 0.5878771713465614, 'fold_6': 0.7013866643812028, 'fold_7': 0.7025662434059029, 'fold_8': 0.6899566600033652, 'fold_9': 0.1914481405578009}",{},0.5955,0.597
101,"('linear', 2.0, 0.2)","{'fold_0': 0.5477993965018104, 'fold_1': 0.6411742303614272, 'fold_2': 0.560966047038406, 'fold_3': 0.652934457006852, 'fold_4': 0.5361157899913321, 'fold_5': 0.5805485464365912, 'fold_6': 0.563064859220252, 'fold_7': 0.6039698835238013, 'fold_8': 0.5509835979194817, 'fold_9': 0.6482547235047547}","{'fold_0': 0.6466089045010661, 'fold_1': 0.6371784280587862, 'fold_2': 0.5215281272532867, 'fold_3': 0.7216546915847373, 'fold_4': 0.5993728753175978, 'fold_5': 0.6044146445021421, 'fold_6': 0.7282829130120506, 'fold_7': 0.6977059566637906, 'fold_8': 0.6895994995356018, 'fold_9': 0.2208119430314205}",{},0.6067,0.589
102,"('linear', 2.0, 0.25)","{'fold_0': 0.5371129760762895, 'fold_1': 0.6382193903434011, 'fold_2': 0.5741453314407408, 'fold_3': 0.6507735215935808, 'fold_4': 0.5337177973463139, 'fold_5': 0.5853881864844881, 'fold_6': 0.5672871581734964, 'fold_7': 0.5957923661533565, 'fold_8': 0.5390580314478572, 'fold_9': 0.6489819384997406}","{'fold_0': 0.6602622607309601, 'fold_1': 0.640514835916203, 'fold_2': 0.4987816803441262, 'fold_3': 0.7234940520160711, 'fold_4': 0.6029487906570086, 'fold_5': 0.5977916991966172, 'fold_6': 0.7241925411193342, 'fold_7': 0.7058364273969571, 'fold_8': 0.7028907907384082, 'fold_9': 0.2190627692993804}",{},0.6076,0.587
103,"('linear', 2.0, 0.5)","{'fold_0': 0.5278523724613269, 'fold_1': 0.6210867318956461, 'fold_2': 0.5856697479635437, 'fold_3': 0.6235021680222864, 'fold_4': 0.5052749248706433, 'fold_5': 0.6017990599157816, 'fold_6': 0.5515114860207185, 'fold_7': 0.5793527184426875, 'fold_8': 0.525050988814195, 'fold_9': 0.6522133723733466}","{'fold_0': 0.6718764065853005, 'fold_1': 0.6595561560182682, 'fold_2': 0.47845853336641875, 'fold_3': 0.7461830241279377, 'fold_4': 0.6441404334501473, 'fold_5': 0.5749244439127599, 'fold_6': 0.7393190917636989, 'fold_7': 0.7218461209039188, 'fold_8': 0.7181305338601602, 'fold_9': 0.21126646700571605}",{},0.6166,0.577
104,"('linear', 2.0, 1.0)","{'fold_0': 0.555615310534272, 'fold_1': 0.5878737374609584, 'fold_2': 0.5163332578734994, 'fold_3': 0.6831573103091474, 'fold_4': 0.5425403256666069, 'fold_5': 0.6873986679229823, 'fold_6': 0.5707663792013841, 'fold_7': 0.6374604939742984, 'fold_8': 0.5254533323032409, 'fold_9': 0.5658235746819523}","{'fold_0': 0.6364527091576282, 'fold_1': 0.6949934960261217, 'fold_2': 0.5946376026494924, 'fold_3': 0.6952903772715711, 'fold_4': 0.5897135251931759, 'fold_5': 0.44539919696444075, 'fold_6': 0.7207990648649488, 'fold_7': 0.663251575440049, 'fold_8': 0.7176983785116194, 'fold_9': 0.4063739051348263}",{},0.6165,0.587
105,"('linear', 2.5, 0.05)","{'fold_0': 0.5167734618796623, 'fold_1': 0.6596915226005166, 'fold_2': 0.5611867921075326, 'fold_3': 0.6844704517760771, 'fold_4': 0.5391335768673887, 'fold_5': 0.588233763019479, 'fold_6': 0.5929862149756439, 'fold_7': 0.617451760673925, 'fold_8': 0.5688733064958373, 'fold_9': 0.6561353006824101}","{'fold_0': 0.6855056052662939, 'fold_1': 0.615919030995409, 'fold_2': 0.5211514873891031, 'fold_3': 0.6941178467578701, 'fold_4': 0.5948499344058087, 'fold_5': 0.5938719198898558, 'fold_6': 0.6986374395020438, 'fold_7': 0.6840596539858874, 'fold_8': 0.669115683375812, 'fold_9': 0.20175222801523518}",{},0.5959,0.598
106,"('linear', 2.5, 0.1)","{'fold_0': 0.5128364487192938, 'fold_1': 0.648259766039682, 'fold_2': 0.5728739044016844, 'fold_3': 0.6786618408288849, 'fold_4': 0.5427014773320425, 'fold_5': 0.5942489110954536, 'fold_6': 0.5826453470623308, 'fold_7': 0.6066678446201244, 'fold_8': 0.5614370388172962, 'fold_9': 0.6726822821294758}","{'fold_0': 0.6902792718679527, 'fold_1': 0.6291151286242798, 'fold_2': 0.5009990872972775, 'fold_3': 0.6992874239530311, 'fold_4': 0.5894697528311428, 'fold_5': 0.5855235010264195, 'fold_6': 0.7090564944856627, 'fold_7': 0.6949992018999451, 'fold_8': 0.6777097316421828, 'fold_9': 0.1609827591718006}",{},0.5937,0.597
107,"('linear', 2.5, 0.15)","{'fold_0': 0.5313522320321804, 'fold_1': 0.6475464792586495, 'fold_2': 0.5793208412619688, 'fold_3': 0.6732037001826431, 'fold_4': 0.5384483247006094, 'fold_5': 0.5924402657563075, 'fold_6': 0.5902341057127355, 'fold_7': 0.5995281850121916, 'fold_8': 0.5494690721171666, 'fold_9': 0.661659479073326}","{'fold_0': 0.6675108162197199, 'fold_1': 0.6299308563552479, 'fold_2': 0.4897047028151217, 'fold_3': 0.7041049375599676, 'fold_4': 0.5958791914765472, 'fold_5': 0.5880426480610655, 'fold_6': 0.7014282567206374, 'fold_7': 0.7021358523225907, 'fold_8': 0.691303591845536, 'fold_9': 0.1882543224648855}",{},0.5958,0.596
108,"('linear', 2.5, 0.2)","{'fold_0': 0.5472191609256906, 'fold_1': 0.6419275350169618, 'fold_2': 0.5606496683025202, 'fold_3': 0.6519347079844011, 'fold_4': 0.5344076765109088, 'fold_5': 0.5811201984845107, 'fold_6': 0.5624837200014495, 'fold_7': 0.6040046098580902, 'fold_8': 0.5543311324637417, 'fold_9': 0.6532731602330099}","{'fold_0': 0.6473571400466602, 'fold_1': 0.6363253814983023, 'fold_2': 0.5220676809007581, 'fold_3': 0.7225064230395082, 'fold_4': 0.6019216771164491, 'fold_5': 0.6036352143722119, 'fold_6': 0.7288435019601116, 'fold_7': 0.697671193785452, 'fold_8': 0.6858163274488271, 'fold_9': 0.20870114289157338}",{},0.6055,0.589
109,"('linear', 2.5, 0.25)","{'fold_0': 0.5407179012320859, 'fold_1': 0.638431281729665, 'fold_2': 0.5742707744729699, 'fold_3': 0.650751570354786, 'fold_4': 0.5335647880534333, 'fold_5': 0.5885704007090815, 'fold_6': 0.5701475936165619, 'fold_7': 0.5977919848419195, 'fold_8': 0.5377037612225087, 'fold_9': 0.6540892140936129}","{'fold_0': 0.6556865414079254, 'fold_1': 0.6402760952712642, 'fold_2': 0.498562637495626, 'fold_3': 0.7235127053432988, 'fold_4': 0.6031764158800723, 'fold_5': 0.5934069444054734, 'fold_6': 0.7214041175449557, 'fold_7': 0.703858550188915, 'fold_8': 0.7043817646301045, 'fold_9': 0.2067229633185388}",{},0.6051,0.589
110,"('linear', 2.5, 0.5)","{'fold_0': 0.5276845031350783, 'fold_1': 0.6208518625744511, 'fold_2': 0.5886930272948214, 'fold_3': 0.6224886646680933, 'fold_4': 0.5055614716856305, 'fold_5': 0.6010013416432648, 'fold_6': 0.5518759677086542, 'fold_7': 0.5786898137842951, 'fold_8': 0.5262693432749718, 'fold_9': 0.6570167040963573}","{'fold_0': 0.6720850752614902, 'fold_1': 0.6598135909035673, 'fold_2': 0.47306014888797643, 'fold_3': 0.7470075129400375, 'fold_4': 0.6437366954666596, 'fold_5': 0.5760506198048021, 'fold_6': 0.7389744214676706, 'fold_7': 0.7224822929822599, 'fold_8': 0.7168208882462451, 'fold_9': 0.199606174059334}",{},0.615,0.578
111,"('linear', 2.5, 1.0)","{'fold_0': 0.5585987190713982, 'fold_1': 0.5870414886299244, 'fold_2': 0.5150609127399987, 'fold_3': 0.6814875417934627, 'fold_4': 0.5467462148019039, 'fold_5': 0.6864454998738525, 'fold_6': 0.5721698747407018, 'fold_7': 0.6357795289647081, 'fold_8': 0.5319710477362598, 'fold_9': 0.564979917065405}","{'fold_0': 0.632538050908192, 'fold_1': 0.6958564759809147, 'fold_2': 0.5966329240756612, 'fold_3': 0.6967780953438081, 'fold_4': 0.5833276105209735, 'fold_5': 0.44693618353249787, 'fold_6': 0.7194242850484628, 'fold_7': 0.6650252256631682, 'fold_8': 0.7106516135568551, 'fold_9': 0.40814280919966595}",{},0.6155,0.588
