,param_config,rmse_dict,r_2_dict,stratification_dict,average_r_2,average_rmse
0,"('rbf', 0.05, 0.05)","{'fold_0': 0.7030462888977445, 'fold_1': 0.7767623805781767, 'fold_2': 0.5075448961788976, 'fold_3': 0.7990636977147338, 'fold_4': 0.5619977428566322, 'fold_5': 0.6410427245623185, 'fold_6': 0.6687247402732934, 'fold_7': 0.7993835204300305, 'fold_8': 0.5760647106299805, 'fold_9': 0.47884964454483225}","{'fold_0': 0.4179231279932346, 'fold_1': 0.4675027731314494, 'fold_2': 0.6083192836372319, 'fold_3': 0.5831233877907229, 'fold_4': 0.5597571657812943, 'fold_5': 0.517677998759142, 'fold_6': 0.6167387748279143, 'fold_7': 0.47044703443056, 'fold_8': 0.6606970665488041, 'fold_9': 0.5748430859359034}",{},0.5477,0.651
1,"('rbf', 0.05, 0.1)","{'fold_0': 0.714360479586104, 'fold_1': 0.7781020600012185, 'fold_2': 0.5145306506338994, 'fold_3': 0.8114626874864883, 'fold_4': 0.5731227461246597, 'fold_5': 0.6463414771615467, 'fold_6': 0.6731055160172822, 'fold_7': 0.8087341256280681, 'fold_8': 0.5821162630598922, 'fold_9': 0.4802085574190272}","{'fold_0': 0.39903754048959084, 'fold_1': 0.46566439688222505, 'fold_2': 0.5974630401589118, 'fold_3': 0.5700857510777302, 'fold_4': 0.5421550342019335, 'fold_5': 0.5096714576174044, 'fold_6': 0.6117008845541394, 'fold_7': 0.45798592927793247, 'fold_8': 0.6535308768888244, 'fold_9': 0.5724265821252807}",{},0.538,0.658
2,"('rbf', 0.05, 0.15)","{'fold_0': 0.717347951114512, 'fold_1': 0.7788127567206827, 'fold_2': 0.5185659491204354, 'fold_3': 0.8147520764345427, 'fold_4': 0.575542968768973, 'fold_5': 0.6571089108649942, 'fold_6': 0.6712715008412173, 'fold_7': 0.805063602155128, 'fold_8': 0.5832706677732583, 'fold_9': 0.4852031194617048}","{'fold_0': 0.39400055313369575, 'fold_1': 0.46468785664015655, 'fold_2': 0.5911243451293627, 'fold_3': 0.5665932394718397, 'fold_4': 0.5382800304116524, 'fold_5': 0.4931985662740713, 'fold_6': 0.6138140042909173, 'fold_7': 0.4628947382090375, 'fold_8': 0.6521553366283638, 'fold_9': 0.5634861014846142}",{},0.534,0.661
3,"('rbf', 0.05, 0.2)","{'fold_0': 0.7152529532326177, 'fold_1': 0.7787910344907999, 'fold_2': 0.5166843480284611, 'fold_3': 0.8180872106500092, 'fold_4': 0.5734448358789158, 'fold_5': 0.663442959335947, 'fold_6': 0.672163137291151, 'fold_7': 0.8032991561789677, 'fold_8': 0.5839472261710846, 'fold_9': 0.48092183672765626}","{'fold_0': 0.39753499882213195, 'fold_1': 0.4647177175051037, 'fold_2': 0.5940861482125144, 'fold_3': 0.5630377328928204, 'fold_4': 0.5416402802120719, 'fold_5': 0.4833810875503609, 'fold_6': 0.612787396731695, 'fold_7': 0.46524648953107184, 'fold_8': 0.6513479114325891, 'fold_9': 0.5711554437078558}",{},0.5345,0.661
4,"('rbf', 0.05, 0.25)","{'fold_0': 0.7239439062691683, 'fold_1': 0.7811380924730605, 'fold_2': 0.5230481168594134, 'fold_3': 0.8293690227652868, 'fold_4': 0.5748404199071009, 'fold_5': 0.6807108796048931, 'fold_6': 0.6695592010573203, 'fold_7': 0.8096916286138636, 'fold_8': 0.5864167202542127, 'fold_9': 0.48763100216077426}","{'fold_0': 0.3828050882860131, 'fold_1': 0.4614864741436028, 'fold_2': 0.5840256552758487, 'fold_3': 0.5509027972283078, 'fold_4': 0.5394065591871463, 'fold_5': 0.456138263020071, 'fold_6': 0.6157816814742745, 'fold_7': 0.45670173142216075, 'fold_8': 0.648392799087881, 'fold_9': 0.5591066733648995}",{},0.5255,0.667
5,"('rbf', 0.05, 0.5)","{'fold_0': 0.7617593530697309, 'fold_1': 0.828928619611851, 'fold_2': 0.5413159719193701, 'fold_3': 0.8817673410751162, 'fold_4': 0.6079926443630302, 'fold_5': 0.7255917908326798, 'fold_6': 0.7161549349859854, 'fold_7': 0.8451031888475238, 'fold_8': 0.6266319947025514, 'fold_9': 0.5065952255248024}","{'fold_0': 0.31664229753204587, 'fold_1': 0.39357757749969635, 'fold_2': 0.5544618024919358, 'fold_3': 0.4923636085559492, 'fold_4': 0.4847478610722765, 'fold_5': 0.38205781690090523, 'fold_6': 0.5604441341841674, 'fold_7': 0.4081406625915157, 'fold_8': 0.5985141881367859, 'fold_9': 0.5241466926090111}",{},0.4715,0.704
6,"('rbf', 0.05, 1.0)","{'fold_0': 0.8504117180796558, 'fold_1': 0.8956921029755438, 'fold_2': 0.585702534973046, 'fold_3': 0.9964376692313679, 'fold_4': 0.6974778526380924, 'fold_5': 0.8811597523436291, 'fold_6': 0.8349981569551118, 'fold_7': 0.9270151705074656, 'fold_8': 0.7432818957437495, 'fold_9': 0.5868538251396469}","{'fold_0': 0.14833073448661127, 'fold_1': 0.29195889259394914, 'fold_2': 0.47840013778179935, 'fold_3': 0.3517463005229394, 'fold_4': 0.32191521971222703, 'fold_5': 0.0886768008401756, 'fold_6': 0.40245428575230824, 'fold_7': 0.2878479881926487, 'fold_8': 0.4351252254746716, 'fold_9': 0.3614266546234205}",{},0.3168,0.8
7,"('rbf', 0.1, 0.05)","{'fold_0': 0.6713792440079664, 'fold_1': 0.6927044873774647, 'fold_2': 0.45919960534027643, 'fold_3': 0.7217540259918837, 'fold_4': 0.49246210729065193, 'fold_5': 0.5932697158424745, 'fold_6': 0.5727755467090679, 'fold_7': 0.7184021246907051, 'fold_8': 0.5098719405527309, 'fold_9': 0.4681048363647162}","{'fold_0': 0.46917872017965667, 'fold_1': 0.5765160216596992, 'fold_2': 0.6793832017216224, 'fold_3': 0.6598870567383344, 'fold_4': 0.6619594564319005, 'fold_5': 0.5868883130869171, 'fold_6': 0.7188299622900995, 'fold_7': 0.572304935219653, 'fold_8': 0.7341924599237468, 'fold_9': 0.5937090358681496}",{},0.6253,0.59
8,"('rbf', 0.1, 0.1)","{'fold_0': 0.6676868030588935, 'fold_1': 0.6870455275221691, 'fold_2': 0.45665678674624494, 'fold_3': 0.7257320966383856, 'fold_4': 0.49637443562684674, 'fold_5': 0.5978385395221331, 'fold_6': 0.5744080777248295, 'fold_7': 0.7283632573577081, 'fold_8': 0.51001393580499, 'fold_9': 0.4667319146660455}","{'fold_0': 0.47500146905686813, 'fold_1': 0.5834069542697946, 'fold_2': 0.6829242024815333, 'fold_3': 0.6561275434023344, 'fold_4': 0.6565670458057165, 'fold_5': 0.5805009919122341, 'fold_6': 0.7172248904253075, 'fold_7': 0.5603621435786483, 'fold_8': 0.7340443887657886, 'fold_9': 0.5960887919957405}",{},0.6242,0.591
9,"('rbf', 0.1, 0.15)","{'fold_0': 0.6607524123875075, 'fold_1': 0.6968520913579258, 'fold_2': 0.4601399651782923, 'fold_3': 0.7356941701041838, 'fold_4': 0.498345324400943, 'fold_5': 0.6025017280187277, 'fold_6': 0.5815964302438541, 'fold_7': 0.7270078456401855, 'fold_8': 0.5119948234412991, 'fold_9': 0.4730537386696672}","{'fold_0': 0.4858497892769055, 'fold_1': 0.5714295749410098, 'fold_2': 0.6780687238281182, 'fold_3': 0.6466221219277046, 'fold_4': 0.6538343831980742, 'fold_5': 0.5739312173364222, 'fold_6': 0.7101031031613243, 'fold_7': 0.561996865950204, 'fold_8': 0.7319744403113597, 'fold_9': 0.5850728378531848}",{},0.6199,0.595
10,"('rbf', 0.1, 0.2)","{'fold_0': 0.6595376300108915, 'fold_1': 0.7073298891693619, 'fold_2': 0.46507965499617077, 'fold_3': 0.7405908826186641, 'fold_4': 0.5067178583821249, 'fold_5': 0.6071554728109271, 'fold_6': 0.5946611662041138, 'fold_7': 0.7355992588663313, 'fold_8': 0.518299426043624, 'fold_9': 0.47354836099350733}","{'fold_0': 0.4877385647475915, 'fold_1': 0.5584448010498382, 'fold_2': 0.6711196364396506, 'fold_3': 0.6419023657949783, 'fold_4': 0.6421050469561891, 'fold_5': 0.5673238568786729, 'fold_6': 0.6969325753334318, 'fold_7': 0.5515834957169441, 'fold_8': 0.7253329726202183, 'fold_9': 0.584204693220914}",{},0.6127,0.601
11,"('rbf', 0.1, 0.25)","{'fold_0': 0.6679637079420755, 'fold_1': 0.7120129754195413, 'fold_2': 0.46848203176898834, 'fold_3': 0.7452403292668697, 'fold_4': 0.5153416900311303, 'fold_5': 0.6134088119052156, 'fold_6': 0.6029354853318595, 'fold_7': 0.7430734676874459, 'fold_8': 0.5238839393571785, 'fold_9': 0.47567054767550593}","{'fold_0': 0.4745659211284038, 'fold_1': 0.5525785525321557, 'fold_2': 0.6662900639887681, 'fold_3': 0.6373919614681409, 'fold_4': 0.6298193549743476, 'fold_5': 0.5583653473722001, 'fold_6': 0.6884399308902751, 'fold_7': 0.5424247434362442, 'fold_8': 0.7193821837903951, 'fold_9': 0.5804696049232712}",{},0.605,0.607
12,"('rbf', 0.1, 0.5)","{'fold_0': 0.6958120593200552, 'fold_1': 0.7284466042167107, 'fold_2': 0.4763117241750657, 'fold_3': 0.7763623694890719, 'fold_4': 0.5279956004921523, 'fold_5': 0.6630905137792624, 'fold_6': 0.6109410657157202, 'fold_7': 0.7552352443402682, 'fold_8': 0.5546253293274944, 'fold_9': 0.47000619224244}","{'fold_0': 0.4298404460242543, 'fold_1': 0.5316867683247628, 'fold_2': 0.6550423315732142, 'fold_3': 0.6064737716585941, 'fold_4': 0.6114170323571813, 'fold_5': 0.48392983608642826, 'fold_6': 0.6801114182967811, 'fold_7': 0.5273240340040093, 'fold_8': 0.6854827492909519, 'fold_9': 0.590401774175086}",{},0.5802,0.626
13,"('rbf', 0.1, 1.0)","{'fold_0': 0.8071084738225075, 'fold_1': 0.8194475280124243, 'fold_2': 0.5229922939302847, 'fold_3': 0.8982307424273495, 'fold_4': 0.6013726911719175, 'fold_5': 0.8055221370978334, 'fold_6': 0.7337820674333083, 'fold_7': 0.8687499422229178, 'fold_8': 0.6758338562393139, 'fold_9': 0.5285246366054208}","{'fold_0': 0.2328570163554573, 'fold_1': 0.40737047936462867, 'fold_2': 0.5841144412459236, 'fold_3': 0.4732305751425141, 'fold_4': 0.49590712599210673, 'fold_5': 0.23841552592057347, 'fold_6': 0.5385397573121337, 'fold_7': 0.3745557558360041, 'fold_8': 0.5329913121755379, 'fold_9': 0.48205770125748193}",{},0.436,0.726
14,"('rbf', 0.2, 0.05)","{'fold_0': 0.6155954239679842, 'fold_1': 0.6279550018742917, 'fold_2': 0.44754913505177246, 'fold_3': 0.6706424934401057, 'fold_4': 0.4631971430813933, 'fold_5': 0.558127715920497, 'fold_6': 0.5186599878322576, 'fold_7': 0.659377855515178, 'fold_8': 0.465808960969108, 'fold_9': 0.4665404425114685}","{'fold_0': 0.5537242700543368, 'fold_1': 0.6519849460584772, 'fold_2': 0.6954457216028409, 'fold_3': 0.706352123099167, 'fold_4': 0.7009423631197074, 'fold_5': 0.6343796998751834, 'fold_6': 0.7694497523145118, 'fold_7': 0.6396971161490369, 'fold_8': 0.7781493275261727, 'fold_9': 0.5964201251799566}",{},0.6727,0.549
15,"('rbf', 0.2, 0.1)","{'fold_0': 0.6135862946604517, 'fold_1': 0.6242375913475203, 'fold_2': 0.4387757836581203, 'fold_3': 0.6748583573292268, 'fold_4': 0.4697886827686449, 'fold_5': 0.5613198941795967, 'fold_6': 0.5105501627770063, 'fold_7': 0.6567526640211087, 'fold_8': 0.46186925982987515, 'fold_9': 0.4681543395599481}","{'fold_0': 0.5566325518484968, 'fold_1': 0.6560931560762346, 'fold_2': 0.7072691042285955, 'fold_3': 0.7026485980426125, 'fold_4': 0.6923703057242284, 'fold_5': 0.6301854526043709, 'fold_6': 0.7766032040058486, 'fold_7': 0.6425603641828892, 'fold_8': 0.7818861779133726, 'fold_9': 0.5936230988607157}",{},0.674,0.548
16,"('rbf', 0.2, 0.15)","{'fold_0': 0.6049557726476813, 'fold_1': 0.6256268870336417, 'fold_2': 0.42962295758776825, 'fold_3': 0.6727633552983948, 'fold_4': 0.4677529455160283, 'fold_5': 0.5682877344603662, 'fold_6': 0.5242772473453639, 'fold_7': 0.6577822269710338, 'fold_8': 0.4648808606529573, 'fold_9': 0.46995904942086836}","{'fold_0': 0.5690173831336867, 'fold_1': 0.6545606627395115, 'fold_2': 0.7193544103474148, 'fold_3': 0.7044919029420386, 'fold_4': 0.695030635266888, 'fold_5': 0.6209472193088479, 'fold_6': 0.7644288385361314, 'fold_7': 0.6414388002209135, 'fold_8': 0.7790324988442626, 'fold_9': 0.5904839375507731}",{},0.6739,0.549
17,"('rbf', 0.2, 0.2)","{'fold_0': 0.6061011671822127, 'fold_1': 0.6320533863791149, 'fold_2': 0.434371965378665, 'fold_3': 0.6687673829985532, 'fold_4': 0.4662871960688492, 'fold_5': 0.5773967904135989, 'fold_6': 0.5292040583340135, 'fold_7': 0.6582883546467613, 'fold_8': 0.47245730986431866, 'fold_9': 0.4690737395548411}","{'fold_0': 0.5673838341097559, 'fold_1': 0.6474274414181749, 'fold_2': 0.713115663934948, 'fold_3': 0.707991901186926, 'fold_4': 0.6969389431008051, 'fold_5': 0.6086981938180842, 'fold_6': 0.7599805511571316, 'fold_7': 0.6408868012223454, 'fold_8': 0.7717713207192122, 'fold_9': 0.5920253787716797}",{},0.6706,0.551
18,"('rbf', 0.2, 0.25)","{'fold_0': 0.6139442282836991, 'fold_1': 0.6371115522218572, 'fold_2': 0.4327025511251778, 'fold_3': 0.6778714134066556, 'fold_4': 0.4626881147444624, 'fold_5': 0.5779911251410194, 'fold_6': 0.5268544650967698, 'fold_7': 0.6509822063657502, 'fold_8': 0.4811590648841018, 'fold_9': 0.4833589625151677}","{'fold_0': 0.5561151269778075, 'fold_1': 0.6417617604919365, 'fold_2': 0.7153165816204656, 'fold_3': 0.6999874870305619, 'fold_4': 0.7015992979400077, 'fold_5': 0.6078922179296061, 'fold_6': 0.7621071264885295, 'fold_7': 0.6488139481483961, 'fold_8': 0.7632868330314091, 'fold_9': 0.5667979941178789}",{},0.6664,0.554
19,"('rbf', 0.2, 0.5)","{'fold_0': 0.6567646755860829, 'fold_1': 0.6737243909730036, 'fold_2': 0.4621429378775579, 'fold_3': 0.7117058727130676, 'fold_4': 0.5004513357530267, 'fold_5': 0.6258097773727856, 'fold_6': 0.5522205603715568, 'fold_7': 0.6817304969968189, 'fold_8': 0.5124640551354771, 'fold_9': 0.47838819251227366}","{'fold_0': 0.49203700482748713, 'fold_1': 0.5994050010523173, 'fold_2': 0.6752599132736241, 'fold_3': 0.6692911413689837, 'fold_4': 0.6509024036107041, 'fold_5': 0.5403282545859247, 'fold_6': 0.7386483497190435, 'fold_7': 0.6148548195582415, 'fold_8': 0.7314829364422402, 'fold_9': 0.5756621112546544}",{},0.6288,0.586
20,"('rbf', 0.2, 1.0)","{'fold_0': 0.7391801791722672, 'fold_1': 0.765086569030724, 'fold_2': 0.46082822164336035, 'fold_3': 0.8094468388463302, 'fold_4': 0.5272210977861282, 'fold_5': 0.7735686576901089, 'fold_6': 0.6707913701450025, 'fold_7': 0.8196864460368456, 'fold_8': 0.5963517246737421, 'fold_9': 0.4912136052448964}","{'fold_0': 0.35655248318761423, 'fold_1': 0.48339079716827726, 'fold_2': 0.6771049432089835, 'fold_3': 0.5722190976982662, 'fold_4': 0.6125562002806246, 'fold_5': 0.2976382498619988, 'fold_6': 0.6143662501094835, 'fold_7': 0.44320602084663874, 'fold_8': 0.6363781009021943, 'fold_9': 0.5526044279754079}",{},0.5246,0.665
21,"('rbf', 0.5, 0.05)","{'fold_0': 0.5328752406129367, 'fold_1': 0.5568422822787371, 'fold_2': 0.410526412893147, 'fold_3': 0.6005106045791484, 'fold_4': 0.4401479337519703, 'fold_5': 0.5099165341706992, 'fold_6': 0.4584298553842855, 'fold_7': 0.5682071866277317, 'fold_8': 0.43119071398512954, 'fold_9': 0.46252546645529163}","{'fold_0': 0.6656020650359276, 'fold_1': 0.7263437370902142, 'fold_2': 0.7437490586101386, 'fold_3': 0.7645568325502532, 'fold_4': 0.7299647326322738, 'fold_5': 0.6948163166954211, 'fold_6': 0.8198866561968695, 'fold_7': 0.732445372093107, 'fold_8': 0.8098992324596394, 'fold_9': 0.6033365297877442}",{},0.7291,0.497
22,"('rbf', 0.5, 0.1)","{'fold_0': 0.5409064113119311, 'fold_1': 0.5536439696968808, 'fold_2': 0.4188105486501414, 'fold_3': 0.5981576678619022, 'fold_4': 0.4438328924185931, 'fold_5': 0.520368237944676, 'fold_6': 0.45441719183319224, 'fold_7': 0.5749223761476839, 'fold_8': 0.4346593553605423, 'fold_9': 0.4594166818412209}","{'fold_0': 0.6554464240691596, 'fold_1': 0.7294782861758404, 'fold_2': 0.7333027827762757, 'fold_3': 0.7663982573445628, 'fold_4': 0.7254242855436943, 'fold_5': 0.6821774685795824, 'fold_6': 0.8230259420594476, 'fold_7': 0.7260839713817298, 'fold_8': 0.8068284633172361, 'fold_9': 0.6086508193123115}",{},0.7257,0.5
23,"('rbf', 0.5, 0.15)","{'fold_0': 0.5416636051557849, 'fold_1': 0.5503376984314373, 'fold_2': 0.4088728944470807, 'fold_3': 0.5937860595628806, 'fold_4': 0.43822164647691775, 'fold_5': 0.5194207320290744, 'fold_6': 0.442815024002483, 'fold_7': 0.5717375505507151, 'fold_8': 0.428210518426826, 'fold_9': 0.4602129483114733}","{'fold_0': 0.65448109458263, 'fold_1': 0.73269966149417, 'fold_2': 0.7458091566894937, 'fold_3': 0.7698003154256237, 'fold_4': 0.7323231545141093, 'fold_5': 0.6833338211175493, 'fold_6': 0.8319475699292597, 'fold_7': 0.7291103224952573, 'fold_8': 0.812517932812634, 'fold_9': 0.6072930615586805}",{},0.7299,0.496
24,"('rbf', 0.5, 0.2)","{'fold_0': 0.5560753711460843, 'fold_1': 0.564290765505155, 'fold_2': 0.40694480355378915, 'fold_3': 0.5924765789821352, 'fold_4': 0.4440670141637164, 'fold_5': 0.5205382991674449, 'fold_6': 0.44152127323698687, 'fold_7': 0.5696552463722736, 'fold_8': 0.4309409176048756, 'fold_9': 0.4661032156073428}","{'fold_0': 0.6358504110185388, 'fold_1': 0.718973762663786, 'fold_2': 0.7482008411757832, 'fold_3': 0.7708145178498568, 'fold_4': 0.7251345318932955, 'fold_5': 0.6819696998639604, 'fold_6': 0.8329281163815104, 'fold_7': 0.7310799237887601, 'fold_8': 0.8101194261103695, 'fold_9': 0.5971762152364253}",{},0.7252,0.499
25,"('rbf', 0.5, 0.25)","{'fold_0': 0.5497155463048575, 'fold_1': 0.5743106300586898, 'fold_2': 0.4063243036225845, 'fold_3': 0.5941793213792271, 'fold_4': 0.44854766216480796, 'fold_5': 0.529733870216972, 'fold_6': 0.44621275673815036, 'fold_7': 0.5699134144321387, 'fold_8': 0.4413052171558999, 'fold_9': 0.4739071666116276}","{'fold_0': 0.6441323242573956, 'fold_1': 0.7089050361457598, 'fold_2': 0.7489681307087896, 'fold_3': 0.7694952940361557, 'fold_4': 0.7195597484254477, 'fold_5': 0.6706341215032048, 'fold_6': 0.8293587332763407, 'fold_7': 0.7308361191126629, 'fold_8': 0.8008761892588174, 'fold_9': 0.5835743617719739}",{},0.7206,0.503
26,"('rbf', 0.5, 0.5)","{'fold_0': 0.5755341832770218, 'fold_1': 0.60285499686638, 'fold_2': 0.42481478116244187, 'fold_3': 0.6288906093108133, 'fold_4': 0.4618479883024517, 'fold_5': 0.5808837646582752, 'fold_6': 0.49680217393845827, 'fold_7': 0.6186928544379244, 'fold_8': 0.481947578181273, 'fold_9': 0.4825954460942355}","{'fold_0': 0.6099190426810596, 'fold_1': 0.6792499651464111, 'fold_2': 0.7256010158203092, 'fold_3': 0.7417769840924006, 'fold_4': 0.7026819569186711, 'fold_5': 0.6039576777073604, 'fold_6': 0.7884723827773614, 'fold_7': 0.6827882812394568, 'fold_8': 0.7625103562541772, 'fold_9': 0.5681654896566187}",{},0.6865,0.535
27,"('rbf', 0.5, 1.0)","{'fold_0': 0.6535634680277653, 'fold_1': 0.6964801537855, 'fold_2': 0.45895120435724784, 'fold_3': 0.7398268787638923, 'fold_4': 0.493521343586455, 'fold_5': 0.7122863632707269, 'fold_6': 0.6230911720677864, 'fold_7': 0.7256784734864653, 'fold_8': 0.5436926031184001, 'fold_9': 0.4865449047169153}","{'fold_0': 0.4969767711617876, 'fold_1': 0.5718869428848048, 'fold_2': 0.6797299789669141, 'fold_3': 0.6426408216975719, 'fold_4': 0.6605037103408484, 'fold_5': 0.4045128677079284, 'fold_6': 0.667261312987109, 'fold_7': 0.5635972250610655, 'fold_8': 0.6977600139532033, 'fold_9': 0.5610684839950588}",{},0.5946,0.613
28,"('rbf', 1.0, 0.05)","{'fold_0': 0.4773435458107033, 'fold_1': 0.5154383044724636, 'fold_2': 0.41442197914827833, 'fold_3': 0.5195402340359717, 'fold_4': 0.4382044826737745, 'fold_5': 0.48022932316890415, 'fold_6': 0.40981535030791083, 'fold_7': 0.509344611798833, 'fold_8': 0.4153096618271745, 'fold_9': 0.44318404152015406}","{'fold_0': 0.7316666745003644, 'fold_1': 0.7655261784859292, 'fold_2': 0.7388627528870915, 'fold_3': 0.823768677301348, 'fold_4': 0.7323441222720715, 'fold_5': 0.7293173176915857, 'fold_6': 0.8560616416142233, 'fold_7': 0.7850079230710632, 'fold_8': 0.823644446240445, 'fold_9': 0.63581744821951}",{},0.7622,0.462
29,"('rbf', 1.0, 0.1)","{'fold_0': 0.4822254715534031, 'fold_1': 0.5087031487007277, 'fold_2': 0.40595023288952276, 'fold_3': 0.5289949537924373, 'fold_4': 0.44197246707012533, 'fold_5': 0.4853431322040483, 'fold_6': 0.3987479121684355, 'fold_7': 0.5110559427883214, 'fold_8': 0.42653831931711866, 'fold_9': 0.44450135986272105}","{'fold_0': 0.7261499678692418, 'fold_1': 0.7716138130176564, 'fold_2': 0.7494301284267588, 'fold_3': 0.8172961126115501, 'fold_4': 0.7277213527667507, 'fold_5': 0.7235217965280958, 'fold_6': 0.8637310384567602, 'fold_7': 0.7835608058108999, 'fold_8': 0.813979341142052, 'fold_9': 0.6336492413098627}",{},0.7611,0.463
30,"('rbf', 1.0, 0.15)","{'fold_0': 0.48681642952283427, 'fold_1': 0.5139411751621304, 'fold_2': 0.3900988162841346, 'fold_3': 0.5279985525280093, 'fold_4': 0.4459518661137982, 'fold_5': 0.47756672556781726, 'fold_6': 0.39176086134623045, 'fold_7': 0.5154037677176948, 'fold_8': 0.43115369676939297, 'fold_9': 0.450413769131468}","{'fold_0': 0.7209108475022151, 'fold_1': 0.7668862940227716, 'fold_2': 0.7686164256825502, 'fold_3': 0.8179837370743789, 'fold_4': 0.7227962351977401, 'fold_5': 0.7323105587866358, 'fold_6': 0.8684647381054256, 'fold_7': 0.7798624134902976, 'fold_8': 0.8099318709132812, 'fold_9': 0.6238386034102876}",{},0.7612,0.463
31,"('rbf', 1.0, 0.2)","{'fold_0': 0.4881800692368786, 'fold_1': 0.5193768223168601, 'fold_2': 0.3889016007601906, 'fold_3': 0.5269143567158262, 'fold_4': 0.4358841873201893, 'fold_5': 0.4840749567022934, 'fold_6': 0.39998717082279456, 'fold_7': 0.5341757925327258, 'fold_8': 0.4389006079854918, 'fold_9': 0.4568990950733352}","{'fold_0': 0.719345123531937, 'fold_1': 0.7619292105346803, 'fold_2': 0.7700344813840716, 'fold_3': 0.8187304764664379, 'fold_4': 0.7351710969236869, 'fold_5': 0.7249647542287733, 'fold_6': 0.8628827084615751, 'fold_7': 0.7635346948902547, 'fold_8': 0.8030402717379647, 'fold_9': 0.6129282257517761}",{},0.7573,0.467
32,"('rbf', 1.0, 0.25)","{'fold_0': 0.4899090864758767, 'fold_1': 0.5322798689313313, 'fold_2': 0.38607053345843145, 'fold_3': 0.5287126018437343, 'fold_4': 0.4315628452101116, 'fold_5': 0.49563624417923274, 'fold_6': 0.405059812919778, 'fold_7': 0.5330480543936725, 'fold_8': 0.43406535785541767, 'fold_9': 0.4622681641023318}","{'fold_0': 0.7173535778598379, 'fold_1': 0.7499533359877404, 'fold_2': 0.7733704314492671, 'fold_3': 0.8174910975769062, 'fold_4': 0.7403960785606287, 'fold_5': 0.7116703954438472, 'fold_6': 0.8593828091463405, 'fold_7': 0.7645320798427538, 'fold_8': 0.80735607192069, 'fold_9': 0.6037777338424926}",{},0.7545,0.47
33,"('rbf', 1.0, 0.5)","{'fold_0': 0.5396336313146813, 'fold_1': 0.570705868424468, 'fold_2': 0.4113262240942447, 'fold_3': 0.560129462024192, 'fold_4': 0.43532188276976036, 'fold_5': 0.5515979889953895, 'fold_6': 0.4661400347440046, 'fold_7': 0.5804327089810867, 'fold_8': 0.46492218640973837, 'fold_9': 0.4686023216349295}","{'fold_0': 0.6570660201244707, 'fold_1': 0.7125477854078112, 'fold_2': 0.7427496002718637, 'fold_3': 0.7951567948308402, 'fold_4': 0.7358539317196284, 'fold_5': 0.6428846894747452, 'fold_6': 0.8137771750484406, 'fold_7': 0.7208081226546033, 'fold_8': 0.7789932111219109, 'fold_9': 0.5928449936307516}",{},0.7193,0.505
34,"('rbf', 1.0, 1.0)","{'fold_0': 0.6273753162725912, 'fold_1': 0.6786000472840936, 'fold_2': 0.4679963062556383, 'fold_3': 0.722988339917246, 'fold_4': 0.476341553888582, 'fold_5': 0.6763506697115637, 'fold_6': 0.590066031194633, 'fold_7': 0.6528003654701495, 'fold_8': 0.524975062219663, 'fold_9': 0.4910005914475899}","{'fold_0': 0.5364811945963206, 'fold_1': 0.593585912543537, 'fold_2': 0.666981690946548, 'fold_3': 0.6587227678130345, 'fold_4': 0.68372847606613, 'fold_5': 0.4630832280477829, 'fold_6': 0.7015982745371346, 'fold_7': 0.6468495203140862, 'fold_8': 0.7182120491480696, 'fold_9': 0.5529923682321131}",{},0.6222,0.591
35,"('rbf', 1.5, 0.05)","{'fold_0': 0.4459204882955174, 'fold_1': 0.5036154953005418, 'fold_2': 0.42259206937050015, 'fold_3': 0.4984524315182199, 'fold_4': 0.44815177109388654, 'fold_5': 0.4622507792851424, 'fold_6': 0.37848027716266325, 'fold_7': 0.4803271383240439, 'fold_8': 0.41288433281567816, 'fold_9': 0.44049227458024864}","{'fold_0': 0.7658321021789924, 'fold_1': 0.7761592509794091, 'fold_2': 0.7284649193499224, 'fold_3': 0.8377845680750129, 'fold_4': 0.7200545667278377, 'fold_5': 0.7492052588493329, 'fold_6': 0.8772315965000452, 'fold_7': 0.8088064344573427, 'fold_8': 0.8256981973464763, 'fold_9': 0.6402278847599499}",{},0.7729,0.449
36,"('rbf', 1.5, 0.1)","{'fold_0': 0.44872325429982973, 'fold_1': 0.5032044950098574, 'fold_2': 0.4063128309148957, 'fold_3': 0.5005977490099858, 'fold_4': 0.44682947391511163, 'fold_5': 0.4667277708791905, 'fold_6': 0.3768132421298413, 'fold_7': 0.482499209613943, 'fold_8': 0.4318020134382694, 'fold_9': 0.446512676260926}","{'fold_0': 0.762879197192733, 'fold_1': 0.7765244544879087, 'fold_2': 0.7489823064525105, 'fold_3': 0.8363852269237024, 'fold_4': 0.7217041192907656, 'fold_5': 0.7443237386917585, 'fold_6': 0.8783106937531845, 'fold_7': 0.8070733446653694, 'fold_8': 0.809359838331195, 'fold_9': 0.6303263522084437}",{},0.7716,0.451
