,param_config,rmse_dict,r_2_dict,stratification_dict,average_r_2,average_rmse
74,"('linear', 0.2, 0.25)","{'fold_0': 0.45645386531041626, 'fold_1': 0.24085302518924678, 'fold_2': 0.24548787768956534, 'fold_3': 0.16292210486337133, 'fold_4': 0.19836680653793495, 'fold_5': 0.3273930290216434, 'fold_6': 0.22747784527201448, 'fold_7': 0.2740889452206776, 'fold_8': 0.25980315439577195, 'fold_9': 0.25681051530819615}","{'fold_0': 0.7939658953281516, 'fold_1': 0.9435286043991398, 'fold_2': 0.9004722620991175, 'fold_3': 0.9708431154157579, 'fold_4': 0.954030692332306, 'fold_5': 0.8107622781899451, 'fold_6': 0.9410738030641989, 'fold_7': 0.907045575781653, 'fold_8': 0.9004866832656456, 'fold_9': 0.904986388563865}",{},0.9027,0.265
75,"('linear', 0.2, 0.5)","{'fold_0': 0.4691568657136732, 'fold_1': 0.27942966937690455, 'fold_2': 0.26180318020917975, 'fold_3': 0.1924114846714815, 'fold_4': 0.21567410526131595, 'fold_5': 0.40607529608584664, 'fold_6': 0.27103930215228644, 'fold_7': 0.34172270080630207, 'fold_8': 0.2593024512470647, 'fold_9': 0.279974125146205}","{'fold_0': 0.7823385645016657, 'fold_1': 0.9239902431192415, 'fold_2': 0.8868032738962562, 'fold_3': 0.9593329120955397, 'fold_4': 0.9456592072934786, 'fold_5': 0.7088733289981937, 'fold_6': 0.9163444532266288, 'fold_7': 0.8555110329719758, 'fold_8': 0.900869885826781, 'fold_9': 0.8870734621083217}",{},0.8767,0.298
76,"('linear', 0.2, 1.0)","{'fold_0': 0.7687570588128458, 'fold_1': 0.4538996549426412, 'fold_2': 0.37029208766924143, 'fold_3': 0.39668950108422385, 'fold_4': 0.40969026103464024, 'fold_5': 0.43888142622955395, 'fold_6': 0.40962125497057655, 'fold_7': 0.5017022595465657, 'fold_8': 0.40828939395940683, 'fold_9': 0.40737651729258084}","{'fold_0': 0.4155820188661845, 'fold_1': 0.7994401413687168, 'fold_2': 0.7735497026880005, 'fold_3': 0.8271447772844648, 'fold_4': 0.8039164143754465, 'fold_5': 0.6599339646809267, 'fold_6': 0.8089288274439641, 'fold_7': 0.6885565942373756, 'fold_8': 0.754230175800876, 'fold_9': 0.7609150695938328}",{},0.7292,0.457
77,"('linear', 0.5, 0.05)","{'fold_0': 0.31015035916281025, 'fold_1': 0.23820743680982262, 'fold_2': 0.24362350869651414, 'fold_3': 0.16683006918977059, 'fold_4': 0.1904626744278642, 'fold_5': 0.2878131181888167, 'fold_6': 0.22872023847483128, 'fold_7': 0.23411927892825302, 'fold_8': 0.26794595462122, 'fold_9': 0.2500368999442687}","{'fold_0': 0.904876041793109, 'fold_1': 0.9447623820895801, 'fold_2': 0.901978257603333, 'fold_3': 0.9694275845250135, 'fold_4': 0.9576210964682962, 'fold_5': 0.8537519701114051, 'fold_6': 0.9404283826101213, 'fold_7': 0.9321794384109758, 'fold_8': 0.8941509971877064, 'fold_9': 0.909932432718835}",{},0.9209,0.242
78,"('linear', 0.5, 0.1)","{'fold_0': 0.32905810354695486, 'fold_1': 0.24103877274961785, 'fold_2': 0.24307037521617364, 'fold_3': 0.17050199508156452, 'fold_4': 0.19526511420193962, 'fold_5': 0.29549967551131967, 'fold_6': 0.22833436191932518, 'fold_7': 0.24312565523961163, 'fold_8': 0.2717040076440257, 'fold_9': 0.26212685772022304}","{'fold_0': 0.8929243998121282, 'fold_1': 0.9434414685309942, 'fold_2': 0.9024228580205335, 'fold_3': 0.9680669777642823, 'fold_4': 0.9554570189460858, 'fold_5': 0.8458360349709427, 'fold_6': 0.9406292209759418, 'fold_7': 0.9268610697072246, 'fold_8': 0.8911610231578411, 'fold_9': 0.9010118371874839}",{},0.9168,0.248
79,"('linear', 0.5, 0.15)","{'fold_0': 0.3509788908608706, 'fold_1': 0.23935373881236108, 'fold_2': 0.2367632921669625, 'fold_3': 0.17304700747874707, 'fold_4': 0.19126720602209563, 'fold_5': 0.2977930625283031, 'fold_6': 0.2266119110317828, 'fold_7': 0.25060706640424346, 'fold_8': 0.2691581726288272, 'fold_9': 0.25991390358154487}","{'fold_0': 0.8781831595672516, 'fold_1': 0.9442294739257865, 'fold_2': 0.9074209391026377, 'fold_3': 0.9671065610991844, 'fold_4': 0.9572623156472272, 'fold_5': 0.8434338013707015, 'fold_6': 0.9415215749464141, 'fold_7': 0.9222905828968753, 'fold_8': 0.8931910848301619, 'fold_9': 0.902676158019655}",{},0.9157,0.25
80,"('linear', 0.5, 0.2)","{'fold_0': 0.3448392764804488, 'fold_1': 0.23989549641141664, 'fold_2': 0.23570145991202918, 'fold_3': 0.16475168742890173, 'fold_4': 0.19847272971313296, 'fold_5': 0.31171807373927646, 'fold_6': 0.2294602596289472, 'fold_7': 0.26276414927049235, 'fold_8': 0.2696724917000187, 'fold_9': 0.2606172932041178}","{'fold_0': 0.8824077264959416, 'fold_1': 0.9439767241669353, 'fold_2': 0.908249471239157, 'fold_3': 0.9701845865541808, 'fold_4': 0.953981586182567, 'fold_5': 0.8284491703485103, 'fold_6': 0.9400422727114216, 'fold_7': 0.9145682607044544, 'fold_8': 0.8927825046521408, 'fold_9': 0.9021486817320807}",{},0.9137,0.252
81,"('linear', 0.5, 0.25)","{'fold_0': 0.3947354375210025, 'fold_1': 0.24806828172907408, 'fold_2': 0.23787131755731572, 'fold_3': 0.16071447097927188, 'fold_4': 0.20087777999664927, 'fold_5': 0.3218609111328635, 'fold_6': 0.22942886180115907, 'fold_7': 0.2597677042851739, 'fold_8': 0.27107467008566244, 'fold_9': 0.2539786513993872}","{'fold_0': 0.8459159905572, 'fold_1': 0.9400944876891693, 'fold_2': 0.9065523924590924, 'fold_3': 0.9716279276092241, 'fold_4': 0.9528595461210184, 'fold_5': 0.817103528188808, 'fold_6': 0.9400586800283285, 'fold_7': 0.916505601860833, 'fold_8': 0.8916646383137504, 'fold_9': 0.9070702761021143}",{},0.9089,0.258
82,"('linear', 0.5, 0.5)","{'fold_0': 0.4536904313532692, 'fold_1': 0.2766246405055341, 'fold_2': 0.25507246934744043, 'fold_3': 0.19064259053967234, 'fold_4': 0.2007613664346784, 'fold_5': 0.3981069112887684, 'fold_6': 0.26529906188533087, 'fold_7': 0.3359299474175486, 'fold_8': 0.25673540302814685, 'fold_9': 0.25884250439727363}","{'fold_0': 0.7964530607913187, 'fold_1': 0.9255086174622391, 'fold_2': 0.8925488163493702, 'fold_3': 0.9600772035305923, 'fold_4': 0.9529141683693892, 'fold_5': 0.7201867412635715, 'fold_6': 0.9198503500831223, 'fold_7': 0.8603681571376589, 'fold_8': 0.9028229114852813, 'fold_9': 0.9034768675672054}",{},0.8834,0.289
83,"('linear', 0.5, 1.0)","{'fold_0': 0.7687570588128458, 'fold_1': 0.4538996549426412, 'fold_2': 0.37029208766924143, 'fold_3': 0.39668950108422385, 'fold_4': 0.40969026103464024, 'fold_5': 0.43888142622955395, 'fold_6': 0.40962125497057655, 'fold_7': 0.5017022595465657, 'fold_8': 0.40828939395940683, 'fold_9': 0.40737651729258084}","{'fold_0': 0.4155820188661845, 'fold_1': 0.7994401413687168, 'fold_2': 0.7735497026880005, 'fold_3': 0.8271447772844648, 'fold_4': 0.8039164143754465, 'fold_5': 0.6599339646809267, 'fold_6': 0.8089288274439641, 'fold_7': 0.6885565942373756, 'fold_8': 0.754230175800876, 'fold_9': 0.7609150695938328}",{},0.7292,0.457
84,"('linear', 1.0, 0.05)","{'fold_0': 0.2828999082310307, 'fold_1': 0.23863913878445414, 'fold_2': 0.24465086735704153, 'fold_3': 0.1668865918816436, 'fold_4': 0.18754528884203941, 'fold_5': 0.28893083825049276, 'fold_6': 0.22470997929698014, 'fold_7': 0.24202391901843182, 'fold_8': 0.26753626544802794, 'fold_9': 0.25115360544377296}","{'fold_0': 0.9208572840840392, 'fold_1': 0.9445619870288616, 'fold_2': 0.9011498004526665, 'fold_3': 0.9694068649034164, 'fold_4': 0.9589094194122435, 'fold_5': 0.8526138582399723, 'fold_6': 0.9424990631490994, 'fold_7': 0.9275224333371586, 'fold_8': 0.8944744358291594, 'fold_9': 0.9091261233404244}",{},0.9221,0.239
85,"('linear', 1.0, 0.1)","{'fold_0': 0.3023235213561305, 'fold_1': 0.24046992063737394, 'fold_2': 0.2423871389734517, 'fold_3': 0.17288260363433028, 'fold_4': 0.1866978444886671, 'fold_5': 0.29662295186389764, 'fold_6': 0.22610753071148632, 'fold_7': 0.23967133163482007, 'fold_8': 0.2709368809342134, 'fold_9': 0.2658743651847803}","{'fold_0': 0.9096164882248129, 'fold_1': 0.9437081100760457, 'fold_2': 0.9029706379985234, 'fold_3': 0.9671690324361681, 'fold_4': 0.9592799251946557, 'fold_5': 0.8446617672342895, 'fold_6': 0.9417816013681742, 'fold_7': 0.9289246178110855, 'fold_8': 0.891774745567176, 'fold_9': 0.898161228159689}",{},0.9188,0.244
86,"('linear', 1.0, 0.15)","{'fold_0': 0.29457040491313635, 'fold_1': 0.24876880325813053, 'fold_2': 0.23753454665511728, 'fold_3': 0.17333241425806376, 'fold_4': 0.18667128568617639, 'fold_5': 0.295929591442168, 'fold_6': 0.225000679489792, 'fold_7': 0.24764763961003802, 'fold_8': 0.2759044830672118, 'fold_9': 0.2602812821520606}","{'fold_0': 0.9141928337038592, 'fold_1': 0.9397556748950303, 'fold_2': 0.9068168056551453, 'fold_3': 0.9669979691919732, 'fold_4': 0.9592915096829943, 'fold_5': 0.8453871291826063, 'fold_6': 0.9423501926302181, 'fold_7': 0.9241150920093135, 'fold_8': 0.88776976397213, 'fold_9': 0.9024008363657431}",{},0.9189,0.245
87,"('linear', 1.0, 0.2)","{'fold_0': 0.324404510061283, 'fold_1': 0.24128509090272854, 'fold_2': 0.23307570079045004, 'fold_3': 0.1680735342305189, 'fold_4': 0.1963452897933905, 'fold_5': 0.29414663090571774, 'fold_6': 0.22579578998922747, 'fold_7': 0.2600406434497862, 'fold_8': 0.2701649053366458, 'fold_9': 0.2621341164347845}","{'fold_0': 0.8959315458870347, 'fold_1': 0.9433258148449204, 'fold_2': 0.9102823213504773, 'fold_3': 0.9689701441507117, 'fold_4': 0.9549628464845005, 'fold_5': 0.8472445858908714, 'fold_6': 0.9419420253424217, 'fold_7': 0.9163300537607412, 'fold_8': 0.8923905955048178, 'fold_9': 0.9010063548284943}",{},0.9172,0.248
88,"('linear', 1.0, 0.25)","{'fold_0': 0.3523967315821117, 'fold_1': 0.24901488102104496, 'fold_2': 0.2385078879523778, 'fold_3': 0.1658173912913788, 'fold_4': 0.1978126279397909, 'fold_5': 0.31599531782925183, 'fold_6': 0.2278578669299554, 'fold_7': 0.2531767880412826, 'fold_8': 0.27385483719545, 'fold_9': 0.2530413069971387}","{'fold_0': 0.8771969707026385, 'fold_1': 0.9396364306749582, 'fold_2': 0.9060515706143393, 'fold_3': 0.9697976142705514, 'fold_4': 0.9542871830406301, 'fold_5': 0.8237089963483257, 'fold_6': 0.9408767558664334, 'fold_7': 0.9206887494704682, 'fold_8': 0.8894310476373332, 'fold_9': 0.9077549510961161}",{},0.9129,0.253
89,"('linear', 1.0, 0.5)","{'fold_0': 0.39945479163157777, 'fold_1': 0.2861989831073609, 'fold_2': 0.25148461850046544, 'fold_3': 0.1736393865376562, 'fold_4': 0.17824099003018887, 'fold_5': 0.3908696578016303, 'fold_6': 0.24701119574677835, 'fold_7': 0.2911191548065028, 'fold_8': 0.28186317135830247, 'fold_9': 0.27784679708979}","{'fold_0': 0.8422095892399664, 'fold_1': 0.9202628915928546, 'fold_2': 0.8955503748182821, 'fold_3': 0.9668809722709878, 'fold_4': 0.9628853703754288, 'fold_5': 0.7302678139245312, 'fold_6': 0.9305194132615013, 'fold_7': 0.8951354761146277, 'fold_8': 0.8828697608741192, 'fold_9': 0.8887830423443389}",{},0.8915,0.278
90,"('linear', 1.0, 1.0)","{'fold_0': 0.7687570588128458, 'fold_1': 0.4538996549426412, 'fold_2': 0.37029208766924143, 'fold_3': 0.39668950108422385, 'fold_4': 0.40969026103464024, 'fold_5': 0.43888142622955395, 'fold_6': 0.40962125497057655, 'fold_7': 0.5017022595465657, 'fold_8': 0.40828939395940683, 'fold_9': 0.40737651729258084}","{'fold_0': 0.4155820188661845, 'fold_1': 0.7994401413687168, 'fold_2': 0.7735497026880005, 'fold_3': 0.8271447772844648, 'fold_4': 0.8039164143754465, 'fold_5': 0.6599339646809267, 'fold_6': 0.8089288274439641, 'fold_7': 0.6885565942373756, 'fold_8': 0.754230175800876, 'fold_9': 0.7609150695938328}",{},0.7292,0.457
91,"('linear', 1.5, 0.05)","{'fold_0': 0.2764600723236898, 'fold_1': 0.23869115194219367, 'fold_2': 0.24388185638634316, 'fold_3': 0.16984307079027475, 'fold_4': 0.1861220511291083, 'fold_5': 0.2887362346008155, 'fold_6': 0.2229862211495982, 'fold_7': 0.24153532440912068, 'fold_8': 0.26779217892825324, 'fold_9': 0.25118822303390764}","{'fold_0': 0.9244194285558278, 'fold_1': 0.944537818148863, 'fold_2': 0.9017702553629743, 'fold_3': 0.9683133184069508, 'fold_4': 0.9595307068079908, 'fold_5': 0.852812329418855, 'fold_6': 0.9433778629333883, 'fold_7': 0.9278147714145536, 'fold_8': 0.8942724570026024, 'fold_9': 0.9091010705332979}",{},0.9226,0.239
92,"('linear', 1.5, 0.1)","{'fold_0': 0.2890929813595329, 'fold_1': 0.2426845624783027, 'fold_2': 0.2425521706990769, 'fold_3': 0.17539780626023788, 'fold_4': 0.18407441823772538, 'fold_5': 0.2963584399530547, 'fold_6': 0.2251830725875403, 'fold_7': 0.23569928391752956, 'fold_8': 0.2751000360661036, 'fold_9': 0.2650186186811832}","{'fold_0': 0.9173542676485112, 'fold_1': 0.9426664792497985, 'fold_2': 0.9028384661811965, 'fold_3': 0.9662067930756163, 'fold_4': 0.9604162593397091, 'fold_5': 0.844938687763565, 'fold_6': 0.9422566890119103, 'fold_7': 0.9312609458222666, 'fold_8': 0.8884232630207054, 'fold_9': 0.8988157322129968}",{},0.9195,0.243
93,"('linear', 1.5, 0.15)","{'fold_0': 0.28067346764874607, 'fold_1': 0.24707688441550793, 'fold_2': 0.23608915946667325, 'fold_3': 0.1735534356815616, 'fold_4': 0.18636519481992941, 'fold_5': 0.2981323174215927, 'fold_6': 0.22387465640676057, 'fold_7': 0.24193744946753964, 'fold_8': 0.27421755365077394, 'fold_9': 0.25733771130500654}","{'fold_0': 0.9220980987390347, 'fold_1': 0.9405723519938773, 'fold_2': 0.9079473866053925, 'fold_3': 0.9669137517493384, 'fold_4': 0.9594249022514503, 'fold_5': 0.8430768682430388, 'fold_6': 0.9429257693737911, 'fold_7': 0.9275742132035376, 'fold_8': 0.8891379599692667, 'fold_9': 0.9045958888974235}",{},0.9204,0.242
94,"('linear', 1.5, 0.2)","{'fold_0': 0.32041314220405753, 'fold_1': 0.24850035596493109, 'fold_2': 0.23555511361332349, 'fold_3': 0.16879198319505476, 'fold_4': 0.19464865599852768, 'fold_5': 0.28340012003065224, 'fold_6': 0.22497423014625678, 'fold_7': 0.25786876935471104, 'fold_8': 0.26969244642622847, 'fold_9': 0.25997366872682215}","{'fold_0': 0.8984766409599889, 'fold_1': 0.939885624470157, 'fold_2': 0.9083633711003931, 'fold_3': 0.9687042960426961, 'fold_4': 0.9557378222211296, 'fold_5': 0.8582023887433046, 'fold_6': 0.9423637455665158, 'fold_7': 0.9177218494129769, 'fold_8': 0.892766636701292, 'fold_9': 0.9026313951792508}",{},0.9185,0.246
95,"('linear', 1.5, 0.25)","{'fold_0': 0.2981883205715722, 'fold_1': 0.2465111156832777, 'fold_2': 0.2357974841470439, 'fold_3': 0.16739254388890284, 'fold_4': 0.1958241813670251, 'fold_5': 0.3165998617399969, 'fold_6': 0.22756492770383926, 'fold_7': 0.2524782160096117, 'fold_8': 0.2771231336971573, 'fold_9': 0.25991167643236174}","{'fold_0': 0.9120721215251525, 'fold_1': 0.9408442010594193, 'fold_2': 0.908174698100437, 'fold_3': 0.9692210845917817, 'fold_4': 0.955201590139208, 'fold_5': 0.823033811660858, 'fold_6': 0.9410286785051694, 'fold_7': 0.9211258210116847, 'fold_8': 0.8867761483787202, 'fold_9': 0.9026778259087792}",{},0.916,0.248
96,"('linear', 1.5, 0.5)","{'fold_0': 0.3276129576243448, 'fold_1': 0.2894607494112328, 'fold_2': 0.24509460990756377, 'fold_3': 0.18400208566965742, 'fold_4': 0.18479289380794955, 'fold_5': 0.4024113775835857, 'fold_6': 0.25498876025999195, 'fold_7': 0.2837748937533535, 'fold_8': 0.2899774957668285, 'fold_9': 0.2806264655941994}","{'fold_0': 0.8938628363665115, 'fold_1': 0.9184350312813131, 'fold_2': 0.900790890468221, 'fold_3': 0.9628099652045334, 'fold_4': 0.9601066513666161, 'fold_5': 0.7141031584415611, 'fold_6': 0.9259589999444827, 'fold_7': 0.9003597139994033, 'fold_8': 0.8760287581084059, 'fold_9': 0.8865466107794293}",{},0.8939,0.274
97,"('linear', 1.5, 1.0)","{'fold_0': 0.7687570588128458, 'fold_1': 0.4538996549426412, 'fold_2': 0.37029208766924143, 'fold_3': 0.39668950108422385, 'fold_4': 0.40969026103464024, 'fold_5': 0.43888142622955395, 'fold_6': 0.40962125497057655, 'fold_7': 0.5017022595465657, 'fold_8': 0.40828939395940683, 'fold_9': 0.40737651729258084}","{'fold_0': 0.4155820188661845, 'fold_1': 0.7994401413687168, 'fold_2': 0.7735497026880005, 'fold_3': 0.8271447772844648, 'fold_4': 0.8039164143754465, 'fold_5': 0.6599339646809267, 'fold_6': 0.8089288274439641, 'fold_7': 0.6885565942373756, 'fold_8': 0.754230175800876, 'fold_9': 0.7609150695938328}",{},0.7292,0.457
98,"('linear', 2.0, 0.05)","{'fold_0': 0.2718707604696939, 'fold_1': 0.23920763317841617, 'fold_2': 0.24312347146432406, 'fold_3': 0.17198888985660754, 'fold_4': 0.18582633716644847, 'fold_5': 0.2877649367777611, 'fold_6': 0.22421087121303587, 'fold_7': 0.2416183034362614, 'fold_8': 0.2681081431286179, 'fold_9': 0.2521866294861779}","{'fold_0': 0.9269079166864546, 'fold_1': 0.9442975397195351, 'fold_2': 0.9023802238985766, 'fold_3': 0.9675075933701484, 'fold_4': 0.9596592012881228, 'fold_5': 0.8538009313726808, 'fold_6': 0.942754212567261, 'fold_7': 0.9277651646834517, 'fold_8': 0.8940228169539899, 'fold_9': 0.9083770362751662}",{},0.9227,0.239
99,"('linear', 2.0, 0.1)","{'fold_0': 0.2771050048698279, 'fold_1': 0.24363611414849426, 'fold_2': 0.2441040570501696, 'fold_3': 0.17752122670574455, 'fold_4': 0.18319202362882778, 'fold_5': 0.30163005309277613, 'fold_6': 0.22340202573179818, 'fold_7': 0.23556148533708618, 'fold_8': 0.27669610410509415, 'fold_9': 0.26571335674357066}","{'fold_0': 0.9240663849790424, 'fold_1': 0.9422159951984, 'fold_2': 0.9015911796584926, 'fold_3': 0.9653836180831697, 'fold_4': 0.9607948536239606, 'fold_5': 0.8393731746052917, 'fold_6': 0.9431664983472773, 'fold_7': 0.9313412971499856, 'fold_8': 0.8871248214208929, 'fold_9': 0.8982845340456994}",{},0.9193,0.243
100,"('linear', 2.0, 0.15)","{'fold_0': 0.2632314748566823, 'fold_1': 0.24704278738925006, 'fold_2': 0.23941034751790077, 'fold_3': 0.17343101117920415, 'fold_4': 0.18522420588463034, 'fold_5': 0.30474911887474876, 'fold_6': 0.22191244456418374, 'fold_7': 0.24377406329305482, 'fold_8': 0.27270252403228734, 'fold_9': 0.25459026682145336}","{'fold_0': 0.9314794294190005, 'fold_1': 0.9405887530931747, 'fold_2': 0.9053392666111431, 'fold_3': 0.9669604133302742, 'fold_4': 0.9599202095299214, 'fold_5': 0.8360340112561109, 'fold_6': 0.9439218708678537, 'fold_7': 0.9264704312917039, 'fold_8': 0.8903595833944409, 'fold_9': 0.9066221621528534}",{},0.9208,0.241
101,"('linear', 2.0, 0.2)","{'fold_0': 0.30109280582558434, 'fold_1': 0.25469229933226745, 'fold_2': 0.2358372143671759, 'fold_3': 0.1691476981362109, 'fold_4': 0.19502220871309628, 'fold_5': 0.28484628779801996, 'fold_6': 0.22450775404761522, 'fold_7': 0.2564285254172466, 'fold_8': 0.26891377387681237, 'fold_9': 0.26157112898546586}","{'fold_0': 0.9103508669293285, 'fold_1': 0.9368525325045857, 'fold_2': 0.9081437516565196, 'fold_3': 0.9685722509120344, 'fold_4': 0.9555677709857036, 'fold_5': 0.85675153300536, 'fold_6': 0.942602511238245, 'fold_7': 0.9186383596530551, 'fold_8': 0.8933849642428842, 'fold_9': 0.9014311170253146}",{},0.9192,0.245
102,"('linear', 2.0, 0.25)","{'fold_0': 0.2928064843265487, 'fold_1': 0.25325388397379983, 'fold_2': 0.2361549399762933, 'fold_3': 0.1666748221765405, 'fold_4': 0.19589698455199892, 'fold_5': 0.31431058362663034, 'fold_6': 0.22725617594362513, 'fold_7': 0.25440314274427844, 'fold_8': 0.2777456151282787, 'fold_9': 0.2602256630573148}","{'fold_0': 0.9152174027248596, 'fold_1': 0.9375637891261733, 'fold_2': 0.9078960830096554, 'fold_3': 0.9694844575796406, 'fold_4': 0.9551682737921849, 'fold_5': 0.8255837820004528, 'fold_6': 0.9411885902091663, 'fold_7': 0.9199185422795283, 'fold_8': 0.8862669241865575, 'fold_9': 0.902442543530344}",{},0.9161,0.248
103,"('linear', 2.0, 0.5)","{'fold_0': 0.32522958457458273, 'fold_1': 0.2907868529932033, 'fold_2': 0.24996390388846873, 'fold_3': 0.18871907975245233, 'fold_4': 0.18378947108356997, 'fold_5': 0.3944397599814415, 'fold_6': 0.26171338906204683, 'fold_7': 0.2804766339691928, 'fold_8': 0.2872727784594365, 'fold_9': 0.28119631982191906}","{'fold_0': 0.8954015075065911, 'fold_1': 0.9176859738578488, 'fold_2': 0.896809758627388, 'fold_3': 0.9608787508538432, 'fold_4': 0.9605387157266747, 'fold_5': 0.7253179836571032, 'fold_6': 0.9220022483537366, 'fold_7': 0.9026624525359708, 'fold_8': 0.8783306153716635, 'fold_9': 0.8860853746230021}",{},0.8946,0.274
104,"('linear', 2.0, 1.0)","{'fold_0': 0.7687570588128458, 'fold_1': 0.4538996549426412, 'fold_2': 0.37029208766924143, 'fold_3': 0.39668950108422385, 'fold_4': 0.40969026103464024, 'fold_5': 0.43888142622955395, 'fold_6': 0.40962125497057655, 'fold_7': 0.5017022595465657, 'fold_8': 0.40828939395940683, 'fold_9': 0.40737651729258084}","{'fold_0': 0.4155820188661845, 'fold_1': 0.7994401413687168, 'fold_2': 0.7735497026880005, 'fold_3': 0.8271447772844648, 'fold_4': 0.8039164143754465, 'fold_5': 0.6599339646809267, 'fold_6': 0.8089288274439641, 'fold_7': 0.6885565942373756, 'fold_8': 0.754230175800876, 'fold_9': 0.7609150695938328}",{},0.7292,0.457
105,"('linear', 2.5, 0.05)","{'fold_0': 0.2615282487739493, 'fold_1': 0.2394783019533629, 'fold_2': 0.24358037177927355, 'fold_3': 0.17232414469912624, 'fold_4': 0.18709172742036673, 'fold_5': 0.2868195578320994, 'fold_6': 0.22279841187830451, 'fold_7': 0.23962099347102103, 'fold_8': 0.267185007673176, 'fold_9': 0.2534337497514545}","{'fold_0': 0.9323632785319562, 'fold_1': 0.9441714112476379, 'fold_2': 0.9020129667450548, 'fold_3': 0.9673807961837514, 'fold_4': 0.9591079268360833, 'fold_5': 0.8547599536226492, 'fold_6': 0.943473202313158, 'fold_7': 0.9289544705972592, 'fold_8': 0.8947513503755137, 'fold_9': 0.9074686028033934}",{},0.9234,0.237
106,"('linear', 2.5, 0.1)","{'fold_0': 0.272859356529971, 'fold_1': 0.24342895044074156, 'fold_2': 0.24456964028902645, 'fold_3': 0.1768581251733608, 'fold_4': 0.18252971582298713, 'fold_5': 0.30213817976540175, 'fold_6': 0.22134279097593162, 'fold_7': 0.23549743210931073, 'fold_8': 0.27541307802525156, 'fold_9': 0.2658685275522902}","{'fold_0': 0.9263753848221031, 'fold_1': 0.9423142208605806, 'fold_2': 0.9012154284968584, 'fold_3': 0.9656417427653086, 'fold_4': 0.961077823764012, 'fold_5': 0.8388315341349808, 'fold_6': 0.9442094086459824, 'fold_7': 0.9313786310427121, 'fold_8': 0.8881691876407385, 'fold_9': 0.8981657001274648}",{},0.9197,0.242
107,"('linear', 2.5, 0.15)","{'fold_0': 0.2570647092323471, 'fold_1': 0.2477422850167229, 'fold_2': 0.23814330864454483, 'fold_3': 0.17389355978787624, 'fold_4': 0.1851140735559992, 'fold_5': 0.30367671282988, 'fold_6': 0.2218301074503885, 'fold_7': 0.24390683637778882, 'fold_8': 0.27054076466171156, 'fold_9': 0.2533052309159332}","{'fold_0': 0.9346523077605149, 'fold_1': 0.940251832820104, 'fold_2': 0.9063385672029134, 'fold_3': 0.9667839420729334, 'fold_4': 0.9599678573883847, 'fold_5': 0.8371859668891466, 'fold_6': 0.943963476959108, 'fold_7': 0.9263903127902049, 'fold_8': 0.8920909701128931, 'fold_9': 0.9075624262357059}",{},0.9215,0.24
108,"('linear', 2.5, 0.2)","{'fold_0': 0.2894157777448938, 'fold_1': 0.25376438718613503, 'fold_2': 0.23799115292819367, 'fold_3': 0.17055440102780975, 'fold_4': 0.19518126580830727, 'fold_5': 0.2839848328357023, 'fold_6': 0.224387676030421, 'fold_7': 0.2509360703673696, 'fold_8': 0.26892539737839494, 'fold_9': 0.2614051471604619}","{'fold_0': 0.9171696029257351, 'fold_1': 0.9373118205400974, 'fold_2': 0.9064582142321206, 'fold_3': 0.9680473447103863, 'fold_4': 0.955495264953679, 'fold_5': 0.8576166697949392, 'fold_6': 0.9426638929355555, 'fold_7': 0.9220864107726845, 'fold_8': 0.8933757474087937, 'fold_9': 0.9015561725103509}",{},0.9202,0.244
109,"('linear', 2.5, 0.25)","{'fold_0': 0.2882593008494716, 'fold_1': 0.25391504946662063, 'fold_2': 0.23460364361972938, 'fold_3': 0.1673723770506904, 'fold_4': 0.1959712138397923, 'fold_5': 0.31219103201046583, 'fold_6': 0.2262609480439727, 'fold_7': 0.25280474158269184, 'fold_8': 0.2786784233346799, 'fold_9': 0.2602902880858536}","{'fold_0': 0.9178302445440124, 'fold_1': 0.9372373613309235, 'fold_2': 0.9091021656061669, 'fold_3': 0.9692285004061584, 'fold_4': 0.9551342920787378, 'fold_5': 0.8279282000021208, 'fold_6': 0.9417025704615846, 'fold_7': 0.9209216759509398, 'fold_8': 0.8855016966247672, 'fold_9': 0.9023940822357095}",{},0.9167,0.247
110,"('linear', 2.5, 0.5)","{'fold_0': 0.3269122364023319, 'fold_1': 0.29362857168425305, 'fold_2': 0.25243218132014805, 'fold_3': 0.19272928984218288, 'fold_4': 0.18335144350260996, 'fold_5': 0.38206267204068095, 'fold_6': 0.2633945011695273, 'fold_7': 0.2766417116225789, 'fold_8': 0.2880501700895422, 'fold_9': 0.2794293989830387}","{'fold_0': 0.8943163778073241, 'fold_1': 0.916069282698837, 'fold_2': 0.8947617855189239, 'fold_3': 0.959198461864926, 'fold_4': 0.960726588653926, 'fold_5': 0.7422859639838334, 'fold_6': 0.9209969952534791, 'fold_7': 0.9053060240292793, 'fold_8': 0.8776712229981543, 'fold_9': 0.887512461232838}",{},0.8959,0.274
