,param_config,rmse_dict,r_2_dict,stratification_dict,average_r_2,average_rmse
30,"('rbf', 1.0, 0.15)","{'fold_0': 0.39172526964138826, 'fold_1': 0.40027378150322246, 'fold_2': 0.37613727971278677, 'fold_3': 0.5248829945849294, 'fold_4': 0.4315459539883341, 'fold_5': 0.4238703303392993, 'fold_6': 0.3953029260757292, 'fold_7': 0.48224007229868526, 'fold_8': 0.36059037378618625, 'fold_9': 0.5569315236924488}","{'fold_0': 0.9006368345413126, 'fold_1': 0.9262934479962639, 'fold_2': 0.8984812330029124, 'fold_3': 0.8271416647209868, 'fold_4': 0.9173477141262993, 'fold_5': 0.9213108461059969, 'fold_6': 0.9030605078282897, 'fold_7': 0.883720993767308, 'fold_8': 0.9109433163625676, 'fold_9': 0.8666189650296133}",{},0.8956,0.434
31,"('rbf', 1.0, 0.2)","{'fold_0': 0.402069909587105, 'fold_1': 0.40595665333420017, 'fold_2': 0.3871594393519525, 'fold_3': 0.5231731211951993, 'fold_4': 0.44083504301911586, 'fold_5': 0.42631733118150966, 'fold_6': 0.3972965703699566, 'fold_7': 0.4876309335939594, 'fold_8': 0.3649782101258251, 'fold_9': 0.5628470919325068}","{'fold_0': 0.8953195968012639, 'fold_1': 0.9241856991662631, 'fold_2': 0.8924443373646542, 'fold_3': 0.8282660465315999, 'fold_4': 0.9137512138917512, 'fold_5': 0.9203996795816061, 'fold_6': 0.9020802458713603, 'fold_7': 0.8811067453480379, 'fold_8': 0.9087627608282751, 'fold_9': 0.8637704460355521}",{},0.893,0.44
32,"('rbf', 1.0, 0.25)","{'fold_0': 0.41182840923494457, 'fold_1': 0.4083707723062699, 'fold_2': 0.3912314522724244, 'fold_3': 0.5206815408489479, 'fold_4': 0.4464349530916327, 'fold_5': 0.43494177022310276, 'fold_6': 0.3949624451791945, 'fold_7': 0.49989864399147477, 'fold_8': 0.37084130086961, 'fold_9': 0.5688916067366595}","{'fold_0': 0.8901766095895852, 'fold_1': 0.9232813221061276, 'fold_2': 0.8901699707674903, 'fold_3': 0.829897896595551, 'fold_4': 0.9115460665185898, 'fold_5': 0.9171464589325137, 'fold_6': 0.9032274270626481, 'fold_7': 0.8750493161425553, 'fold_8': 0.9058079058136919, 'fold_9': 0.8608287479791337}",{},0.8907,0.445
33,"('rbf', 1.0, 0.5)","{'fold_0': 0.4124107583310063, 'fold_1': 0.445017155072936, 'fold_2': 0.43016115538973776, 'fold_3': 0.5722655198965383, 'fold_4': 0.4758811871784689, 'fold_5': 0.46538671157437095, 'fold_6': 0.41803150476066814, 'fold_7': 0.5335617730538238, 'fold_8': 0.39340222666937236, 'fold_9': 0.5820046204702609}","{'fold_0': 0.8898657967893298, 'fold_1': 0.908894349547021, 'fold_2': 0.8672251083763077, 'fold_3': 0.7945242944409189, 'fold_4': 0.8994926451311387, 'fold_5': 0.905141381379564, 'fold_6': 0.8915926548072408, 'fold_7': 0.8576543715668504, 'fold_8': 0.8939985298912112, 'fold_9': 0.8543389800935167}",{},0.8763,0.473
34,"('rbf', 1.0, 1.0)","{'fold_0': 0.5326450730557674, 'fold_1': 0.5659380771604674, 'fold_2': 0.581216088996506, 'fold_3': 0.7392719836593565, 'fold_4': 0.612796449428596, 'fold_5': 0.6246555064859262, 'fold_6': 0.46938285890941583, 'fold_7': 0.669387604995236, 'fold_8': 0.5013754881656413, 'fold_9': 0.731130039905377}","{'fold_0': 0.8162877692959456, 'fold_1': 0.8526569563165587, 'fold_2': 0.7576021121803793, 'fold_3': 0.6570950005105463, 'fold_4': 0.8333392808903124, 'fold_5': 0.8291047528842231, 'fold_6': 0.8633230956101405, 'fold_7': 0.7759576844687919, 'fold_8': 0.8278272339533682, 'fold_9': 0.7701313539571268}",{},0.7983,0.603
35,"('rbf', 1.5, 0.05)","{'fold_0': 0.3815139810777932, 'fold_1': 0.3817090253439485, 'fold_2': 0.35201172811019077, 'fold_3': 0.5199667231907814, 'fold_4': 0.4107264687441712, 'fold_5': 0.4127430180333402, 'fold_6': 0.38796113731822673, 'fold_7': 0.45104154725251616, 'fold_8': 0.3483197706425421, 'fold_9': 0.5347819821326937}","{'fold_0': 0.9057496095623896, 'fold_1': 0.9329719377022068, 'fold_2': 0.9110864721494248, 'fold_3': 0.8303646253496615, 'fold_4': 0.9251302895762781, 'fold_5': 0.9253880638531591, 'fold_6': 0.90662789928622, 'fold_7': 0.8982796568378625, 'fold_8': 0.916901245897728, 'fold_9': 0.8770173024631507}",{},0.903,0.418
36,"('rbf', 1.5, 0.1)","{'fold_0': 0.372096155334524, 'fold_1': 0.383288892300414, 'fold_2': 0.3512728559947608, 'fold_3': 0.5271551662781885, 'fold_4': 0.40278732301526843, 'fold_5': 0.419667536706355, 'fold_6': 0.38854494131412837, 'fold_7': 0.44993006770169575, 'fold_8': 0.34267785785393556, 'fold_9': 0.53887760983497}","{'fold_0': 0.9103453937230288, 'fold_1': 0.9324159405388998, 'fold_2': 0.9114593391510306, 'fold_3': 0.8256418487993438, 'fold_4': 0.9279967071953749, 'fold_5': 0.9228635601737285, 'fold_6': 0.906346675141114, 'fold_7': 0.898780368037573, 'fold_8': 0.9195714298810854, 'fold_9': 0.8751263632772779}",{},0.9031,0.418
37,"('rbf', 1.5, 0.15)","{'fold_0': 0.37853199515566477, 'fold_1': 0.3874375985423574, 'fold_2': 0.35552246068737264, 'fold_3': 0.524812331364306, 'fold_4': 0.4049169680944884, 'fold_5': 0.40771114750660115, 'fold_6': 0.382787204009542, 'fold_7': 0.4580135026165853, 'fold_8': 0.3445077327715007, 'fold_9': 0.5320497052017832}","{'fold_0': 0.9072172095357801, 'fold_1': 0.9309449672777546, 'fold_2': 0.9093040984907824, 'fold_3': 0.827188204253015, 'fold_4': 0.9272332927172016, 'fold_5': 0.9271962062152344, 'fold_6': 0.9091017535266133, 'fold_7': 0.8951106768132224, 'fold_8': 0.9187101710073361, 'fold_9': 0.8782707642646314}",{},0.903,0.418
38,"('rbf', 1.5, 0.2)","{'fold_0': 0.3884295270159267, 'fold_1': 0.3952162523655657, 'fold_2': 0.3580739195274529, 'fold_3': 0.5240528805402342, 'fold_4': 0.4109977238897558, 'fold_5': 0.4076779380039926, 'fold_6': 0.3892745462002019, 'fold_7': 0.4635376370334762, 'fold_8': 0.3534907584190682, 'fold_9': 0.5317065707292583}","{'fold_0': 0.9023017658271291, 'fold_1': 0.9281442712343313, 'fold_2': 0.9079976425117656, 'fold_3': 0.8276879909131081, 'fold_4': 0.9250313648563382, 'fold_5': 0.9272080659807873, 'fold_6': 0.905994622800783, 'fold_7': 0.892565262991169, 'fold_8': 0.9144156435428756, 'fold_9': 0.8784277271479833}",{},0.901,0.422
39,"('rbf', 1.5, 0.25)","{'fold_0': 0.38873708836289816, 'fold_1': 0.398379679382264, 'fold_2': 0.3597394835978225, 'fold_3': 0.5274291473896212, 'fold_4': 0.41627664154605415, 'fold_5': 0.4119494082216264, 'fold_6': 0.39410306807608664, 'fold_7': 0.47685416824527405, 'fold_8': 0.35701449867039375, 'fold_9': 0.5341906671892803}","{'fold_0': 0.9021469882183175, 'fold_1': 0.9269893587946307, 'fold_2': 0.9071397626312783, 'fold_3': 0.8254605615533706, 'fold_4': 0.923093179867767, 'fold_5': 0.9256747111651892, 'fold_6': 0.9036480931703699, 'fold_7': 0.886303816590693, 'fold_8': 0.9127008594582917, 'fold_9': 0.8772891190341486}",{},0.899,0.426
40,"('rbf', 1.5, 0.5)","{'fold_0': 0.40116646838854164, 'fold_1': 0.43037314221106804, 'fold_2': 0.40532077365518976, 'fold_3': 0.5771057766150771, 'fold_4': 0.4591663154061972, 'fold_5': 0.4595273013698497, 'fold_6': 0.414845111594691, 'fold_7': 0.5231582040004206, 'fold_8': 0.3876045560362389, 'fold_9': 0.5733058923396862}","{'fold_0': 0.89578949686361, 'fold_1': 0.9147916551979948, 'fold_2': 0.8821169669138218, 'fold_3': 0.7910337428219056, 'fold_4': 0.9064290988771295, 'fold_5': 0.9075149626224284, 'fold_6': 0.8932389992924786, 'fold_7': 0.8631512608782408, 'fold_8': 0.8970998500772834, 'fold_9': 0.8586605840501196}",{},0.881,0.463
41,"('rbf', 1.5, 1.0)","{'fold_0': 0.5167160205179874, 'fold_1': 0.5541842628877475, 'fold_2': 0.5549183327793399, 'fold_3': 0.7325683239586409, 'fold_4': 0.6049186501956627, 'fold_5': 0.6010046995601201, 'fold_6': 0.46250344688006234, 'fold_7': 0.6466067627361601, 'fold_8': 0.480465037805252, 'fold_9': 0.7253165648002966}","{'fold_0': 0.8271115041525126, 'fold_1': 0.8587136566972269, 'fold_2': 0.7790409870146707, 'fold_3': 0.6632856750624465, 'fold_4': 0.8375967486768463, 'fold_5': 0.841800693653059, 'fold_6': 0.8673000895885927, 'fold_7': 0.7909475772828878, 'fold_8': 0.8418890885026773, 'fold_9': 0.7737723555257279}",{},0.8081,0.588
42,"('rbf', 2.0, 0.05)","{'fold_0': 0.37601673253843215, 'fold_1': 0.37757546436849854, 'fold_2': 0.3426746815874817, 'fold_3': 0.5205148503122885, 'fold_4': 0.39211445000003814, 'fold_5': 0.4121060820642214, 'fold_6': 0.39258648812525065, 'fold_7': 0.43432110554026415, 'fold_8': 0.3420107882262905, 'fold_9': 0.516205448638818}","{'fold_0': 0.9084461557316613, 'fold_1': 0.9344157830701585, 'fold_2': 0.9157407456593788, 'fold_3': 0.830006791841497, 'fold_4': 0.931761972467416, 'fold_5': 0.9256181651778933, 'fold_6': 0.904388225503751, 'fold_7': 0.905681564523521, 'fold_8': 0.919884255674289, 'fold_9': 0.8854129206304652}",{},0.9061,0.411
43,"('rbf', 2.0, 0.1)","{'fold_0': 0.3668552082216056, 'fold_1': 0.3792112401754232, 'fold_2': 0.3349044356818385, 'fold_3': 0.5253373061911437, 'fold_4': 0.3812040925788838, 'fold_5': 0.40820790989282674, 'fold_6': 0.3867900949864907, 'fold_7': 0.4357259851464026, 'fold_8': 0.3344347441157001, 'fold_9': 0.5124585991258462}","{'fold_0': 0.9128531647139138, 'fold_1': 0.9338462891638214, 'fold_2': 0.9195186273352003, 'fold_3': 0.8268423007286902, 'fold_4': 0.9355065098687685, 'fold_5': 0.9270186873060517, 'fold_6': 0.9071907271015909, 'fold_7': 0.9050704021804252, 'fold_8': 0.9233943079814816, 'fold_9': 0.8870703319229147}",{},0.9078,0.407
44,"('rbf', 2.0, 0.15)","{'fold_0': 0.36625225284161284, 'fold_1': 0.3796299558566162, 'fold_2': 0.33940606714777144, 'fold_3': 0.5231965388627565, 'fold_4': 0.3837938358148214, 'fold_5': 0.4017157877345923, 'fold_6': 0.3795780302572769, 'fold_7': 0.4418114626015297, 'fold_8': 0.33470755182998585, 'fold_9': 0.5143745006789785}","{'fold_0': 0.9131393946517866, 'fold_1': 0.9337001179232844, 'fold_2': 0.9173404991360227, 'fold_3': 0.8282506722760313, 'fold_4': 0.9346272490165185, 'fold_5': 0.9293216114249723, 'fold_6': 0.9106194921872242, 'fold_7': 0.9024002560106004, 'fold_8': 0.9232692782236424, 'fold_9': 0.8862243452321348}",{},0.9079,0.406
45,"('rbf', 2.0, 0.2)","{'fold_0': 0.37098309799545637, 'fold_1': 0.38222756968040317, 'fold_2': 0.3412627529393651, 'fold_3': 0.5232489098969372, 'fold_4': 0.38919726405224225, 'fold_5': 0.4040684598947184, 'fold_6': 0.38584787918271873, 'fold_7': 0.4464503926834401, 'fold_8': 0.34617519999098095, 'fold_9': 0.5030449280628492}","{'fold_0': 0.9108809620876217, 'fold_1': 0.9327897013485957, 'fold_2': 0.9164336650277718, 'fold_3': 0.8282162869564784, 'fold_4': 0.9327735268110797, 'fold_5': 0.9284913229198642, 'fold_6': 0.907642340809764, 'fold_7': 0.9003399413189802, 'fold_8': 0.9179213575877491, 'fold_9': 0.8911811753584135}",{},0.9067,0.409
46,"('rbf', 2.0, 0.25)","{'fold_0': 0.37097672262063747, 'fold_1': 0.3885898658070503, 'fold_2': 0.34543538189748885, 'fold_3': 0.5271039010768237, 'fold_4': 0.3954517431204537, 'fold_5': 0.4149020721768712, 'fold_6': 0.39264922305311895, 'fold_7': 0.4622396651615936, 'fold_8': 0.3543320879470418, 'fold_9': 0.499399698334973}","{'fold_0': 0.9108840250971835, 'fold_1': 0.9305336072177095, 'fold_2': 0.9143776361452371, 'fold_3': 0.8256757593883819, 'fold_4': 0.9305954793266025, 'fold_5': 0.9246054338097521, 'fold_6': 0.9043576657304994, 'fold_7': 0.8931660859638945, 'fold_8': 0.914007766775384, 'fold_9': 0.892752535660267}",{},0.9041,0.415
47,"('rbf', 2.0, 0.5)","{'fold_0': 0.3896955620297137, 'fold_1': 0.41824913708068334, 'fold_2': 0.3815780028150714, 'fold_3': 0.5830304220575767, 'fold_4': 0.44559552541103625, 'fold_5': 0.4558640881629571, 'fold_6': 0.4033633770802482, 'fold_7': 0.5090381328420283, 'fold_8': 0.3756570738777922, 'fold_9': 0.571877958474278}","{'fold_0': 0.90166385881295, 'fold_1': 0.9195248278647874, 'fold_2': 0.8955231098810307, 'fold_3': 0.7867211677879344, 'fold_4': 0.91187839208253, 'fold_5': 0.9089836110959405, 'fold_6': 0.8990669002665769, 'fold_7': 0.8704386828685142, 'fold_8': 0.9033456502028364, 'fold_9': 0.8593637758379443}",{},0.8857,0.453
48,"('rbf', 2.0, 1.0)","{'fold_0': 0.5073121920166576, 'fold_1': 0.5451015720123796, 'fold_2': 0.5258805283410743, 'fold_3': 0.7333478483319359, 'fold_4': 0.6036316308801332, 'fold_5': 0.5821566220107024, 'fold_6': 0.4511108378171366, 'fold_7': 0.6302824105604583, 'fold_8': 0.46535135486456203, 'fold_9': 0.7254507191182658}","{'fold_0': 0.8333471129964117, 'fold_1': 0.8633068737904686, 'fold_2': 0.8015606677994715, 'fold_3': 0.6625686998257224, 'fold_4': 0.8382870688410817, 'fold_5': 0.8515676638555725, 'fold_6': 0.8737570297003308, 'fold_7': 0.8013698847263087, 'fold_8': 0.8516798259628651, 'fold_9': 0.7736886618020982}",{},0.8151,0.577
49,"('rbf', 2.5, 0.05)","{'fold_0': 0.3732550333176062, 'fold_1': 0.3720102621534919, 'fold_2': 0.3328899290789795, 'fold_3': 0.5161964192083316, 'fold_4': 0.3729550101070095, 'fold_5': 0.41016813239863587, 'fold_6': 0.39550984243396775, 'fold_7': 0.4247571457935628, 'fold_8': 0.33917885233275424, 'fold_9': 0.49551701114883046}","{'fold_0': 0.9097860730099884, 'fold_1': 0.9363348674236325, 'fold_2': 0.9204839333688883, 'fold_3': 0.8328157750040096, 'fold_4': 0.9382675288588103, 'fold_5': 0.9263160889696566, 'fold_6': 0.9029589977456852, 'fold_7': 0.909789704037562, 'fold_8': 0.9212055200137709, 'fold_9': 0.8944136885607834}",{},0.9092,0.403
50,"('rbf', 2.5, 0.1)","{'fold_0': 0.3643844078804521, 'fold_1': 0.3770451008513595, 'fold_2': 0.32784669689704843, 'fold_3': 0.5201146341711305, 'fold_4': 0.3689071961922106, 'fold_5': 0.40508937035538906, 'fold_6': 0.3861339105634451, 'fold_7': 0.42480113874177844, 'fold_8': 0.32911411068521396, 'fold_9': 0.4932052924699752}","{'fold_0': 0.9140230939846824, 'fold_1': 0.9345999001531606, 'fold_2': 0.9228749958220739, 'fold_3': 0.8302681018524419, 'fold_4': 0.9396002661706272, 'fold_5': 0.9281295219439991, 'fold_6': 0.9075053594665144, 'fold_7': 0.9097710165478428, 'fold_8': 0.925812409355666, 'fold_9': 0.8953965669693877}",{},0.9108,0.4
51,"('rbf', 2.5, 0.15)","{'fold_0': 0.36017717766968305, 'fold_1': 0.37505959399427063, 'fold_2': 0.3272258681736952, 'fold_3': 0.5200376207829356, 'fold_4': 0.3696650354611741, 'fold_5': 0.40294851824187866, 'fold_6': 0.38652769359901684, 'fold_7': 0.42673095755243545, 'fold_8': 0.3312723531273498, 'fold_9': 0.49337325389589237}","{'fold_0': 0.9159970334209931, 'fold_1': 0.9352868760473237, 'fold_2': 0.923166815644438, 'fold_3': 0.8303183625447745, 'fold_4': 0.9393518551544265, 'fold_5': 0.9288871695095473, 'fold_6': 0.907316609442257, 'fold_7': 0.9089493562975324, 'fold_8': 0.9248362141901367, 'fold_9': 0.895325309285571}",{},0.9109,0.399
52,"('rbf', 2.5, 0.2)","{'fold_0': 0.36483808645914606, 'fold_1': 0.37518062399690455, 'fold_2': 0.33112286020793696, 'fold_3': 0.5251678422873723, 'fold_4': 0.37591537035118866, 'fold_5': 0.4119549975289058, 'fold_6': 0.38917595471437594, 'fold_7': 0.43645977915684936, 'fold_8': 0.34874956993189526, 'fold_9': 0.48406183594042046}","{'fold_0': 0.9138088687768633, 'fold_1': 0.9352451040548186, 'fold_2': 0.9213258779309103, 'fold_3': 0.8269539975240014, 'fold_4': 0.9372836265320004, 'fold_5': 0.9256726942685126, 'fold_6': 0.9060422342166101, 'fold_7': 0.9047503963608534, 'fold_8': 0.9166960446791296, 'fold_9': 0.8992390696312617}",{},0.9087,0.404
53,"('rbf', 2.5, 0.25)","{'fold_0': 0.36893228028652136, 'fold_1': 0.3815775205827116, 'fold_2': 0.3349294436089491, 'fold_3': 0.5339567996481466, 'fold_4': 0.38170668078580383, 'fold_5': 0.4244415155960621, 'fold_6': 0.3891699555682779, 'fold_7': 0.44907120727736366, 'fold_8': 0.3569231697467958, 'fold_9': 0.4845599494256183}","{'fold_0': 0.9118635498589955, 'fold_1': 0.9330181141893997, 'fold_2': 0.9195066075036789, 'fold_3': 0.8211135012490846, 'fold_4': 0.9353363383745198, 'fold_5': 0.9210986285251177, 'fold_6': 0.9060451309116022, 'fold_7': 0.8991664305377245, 'fold_8': 0.912745518242606, 'fold_9': 0.8990315911723655}",{},0.9059,0.411
54,"('rbf', 2.5, 0.5)","{'fold_0': 0.38781067417732573, 'fold_1': 0.41445647325998836, 'fold_2': 0.3690937772294943, 'fold_3': 0.585694453570732, 'fold_4': 0.4376635530730427, 'fold_5': 0.4529060966851373, 'fold_6': 0.3981384876779482, 'fold_7': 0.5054726132119896, 'fold_8': 0.3634135847203638, 'fold_9': 0.5674466181717958}","{'fold_0': 0.9026128269679914, 'fold_1': 0.9209777008435698, 'fold_2': 0.9022476915603659, 'fold_3': 0.7847676518137685, 'fold_4': 0.9149877453840228, 'fold_5': 0.9101609454793768, 'fold_6': 0.9016647996166204, 'fold_7': 0.8722473314969458, 'fold_8': 0.909543334113609, 'fold_9': 0.8615348419575335}",{},0.8881,0.448
55,"('rbf', 2.5, 1.0)","{'fold_0': 0.5018139192792914, 'fold_1': 0.5439443936028907, 'fold_2': 0.5128881656106524, 'fold_3': 0.7326234932447522, 'fold_4': 0.6021081519266179, 'fold_5': 0.5729040713144391, 'fold_6': 0.4453446134383639, 'fold_7': 0.6215972492672576, 'fold_8': 0.4587034928112218, 'fold_9': 0.7250892257842092}","{'fold_0': 0.8369399206304909, 'fold_1': 0.8638866205630547, 'fold_2': 0.8112447967837757, 'fold_3': 0.6632349576404468, 'fold_4': 0.8391023188649449, 'fold_5': 0.8562484103140644, 'fold_6': 0.8769637489037275, 'fold_7': 0.8068063321383591, 'fold_8': 0.8558872667214807, 'fold_9': 0.7739141482617102}",{},0.8184,0.572
56,"('linear', 0.05, 0.05)","{'fold_0': 0.5008113431472968, 'fold_1': 0.5691894937487763, 'fold_2': 0.46342776012757975, 'fold_3': 0.4010869862158318, 'fold_4': 0.6041625802256579, 'fold_5': 0.6101452680399585, 'fold_6': 0.5584334023629325, 'fold_7': 0.6288790707821534, 'fold_8': 0.47304545203337506, 'fold_9': 0.6938952936701298}","{'fold_0': 0.8375908265880601, 'fold_1': 0.8509590680914302, 'fold_2': 0.8458946677553977, 'fold_3': 0.8990648429503192, 'fold_4': 0.8380024610371105, 'fold_5': 0.8369520533455498, 'fold_6': 0.8065434417245037, 'fold_7': 0.8022534100167403, 'fold_8': 0.8467346420354738, 'fold_9': 0.792948507508637}",{},0.8357,0.55
57,"('linear', 0.05, 0.1)","{'fold_0': 0.4972161337121443, 'fold_1': 0.5635996447919329, 'fold_2': 0.46489072354464717, 'fold_3': 0.3960552201996991, 'fold_4': 0.5995322758391763, 'fold_5': 0.6097426792722133, 'fold_6': 0.5477512595457037, 'fold_7': 0.6240357712850383, 'fold_8': 0.4735462097267405, 'fold_9': 0.6953910715242143}","{'fold_0': 0.8399142530704871, 'fold_1': 0.8538720712552365, 'fold_2': 0.8449201628273153, 'fold_3': 0.9015814856628857, 'fold_4': 0.8404760453438264, 'fold_5': 0.8371671484040746, 'fold_6': 0.8138738252010066, 'fold_7': 0.8052875638740978, 'fold_8': 0.8464099821987765, 'fold_9': 0.792054894764136}",{},0.8376,0.547
58,"('linear', 0.05, 0.15)","{'fold_0': 0.494621640813737, 'fold_1': 0.5620149272789358, 'fold_2': 0.4733716397451711, 'fold_3': 0.39323169255523, 'fold_4': 0.5928221951698694, 'fold_5': 0.6047826059184284, 'fold_6': 0.5407619437134822, 'fold_7': 0.6247876171180748, 'fold_8': 0.4702272998876361, 'fold_9': 0.7003353297801979}","{'fold_0': 0.8415805614299126, 'fold_1': 0.8546926747671824, 'fold_2': 0.839210366151796, 'fold_3': 0.9029797596139882, 'fold_4': 0.8440269081806154, 'fold_5': 0.8398055657833885, 'fold_6': 0.8185934671133502, 'fold_7': 0.8048180974462066, 'fold_8': 0.8485553487182936, 'fold_9': 0.789087386599139}",{},0.8383,0.546
59,"('linear', 0.05, 0.2)","{'fold_0': 0.49281459008042194, 'fold_1': 0.5598345552035723, 'fold_2': 0.47319453437020775, 'fold_3': 0.39223908801532514, 'fold_4': 0.5869796522167177, 'fold_5': 0.5960121345936303, 'fold_6': 0.5461351680785643, 'fold_7': 0.6251595204609713, 'fold_8': 0.47003077565914253, 'fold_9': 0.7001045236298965}","{'fold_0': 0.8427359861265202, 'fold_1': 0.8558179454658881, 'fold_2': 0.8393306580278672, 'fold_3': 0.9034689429026161, 'fold_4': 0.8470861355537606, 'fold_5': 0.8444181100694463, 'fold_6': 0.8149705024988132, 'fold_7': 0.8045856651629824, 'fold_8': 0.848681910165757, 'fold_9': 0.789226382604836}",{},0.839,0.544
60,"('linear', 0.05, 0.25)","{'fold_0': 0.4913044036168782, 'fold_1': 0.5596005490916656, 'fold_2': 0.4708626031437665, 'fold_3': 0.39636736953155227, 'fold_4': 0.5797145075952135, 'fold_5': 0.5940798764211229, 'fold_6': 0.5370334959251538, 'fold_7': 0.6265770384830593, 'fold_8': 0.4737661927526467, 'fold_9': 0.6946206753275993}","{'fold_0': 0.8436983524768904, 'fold_1': 0.8559384540349486, 'fold_2': 0.8409103324775837, 'fold_3': 0.9014262882138987, 'fold_4': 0.8508479906127899, 'fold_5': 0.8454252609380128, 'fold_6': 0.8210863684453997, 'fold_7': 0.8036984759642014, 'fold_8': 0.8462672504273479, 'fold_9': 0.7925153878163345}",{},0.8402,0.542
61,"('linear', 0.05, 0.5)","{'fold_0': 0.5069605336088719, 'fold_1': 0.5680163792223302, 'fold_2': 0.5003802319741738, 'fold_3': 0.39927388883007864, 'fold_4': 0.5712546573564717, 'fold_5': 0.569425810609986, 'fold_6': 0.5032786242466627, 'fold_7': 0.6173045908062506, 'fold_8': 0.47429882096836523, 'fold_9': 0.7015838423272822}","{'fold_0': 0.833578073647328, 'fold_1': 0.8515727895571591, 'fold_2': 0.8203389787929676, 'fold_3': 0.8999753269187305, 'fold_4': 0.8551694171502072, 'fold_5': 0.8579886237075305, 'fold_6': 0.8428705276251348, 'fold_7': 0.8094654522443864, 'fold_8': 0.8459213902574847, 'fold_9': 0.7883347135461695}",{},0.8405,0.541
62,"('linear', 0.05, 1.0)","{'fold_0': 0.5709765109110052, 'fold_1': 0.617053232086908, 'fold_2': 0.632859222004412, 'fold_3': 0.42483274267560217, 'fold_4': 0.6094813102390472, 'fold_5': 0.58073670344546, 'fold_6': 0.5149904023537362, 'fold_7': 0.6645186124127982, 'fold_8': 0.5068044049148722, 'fold_9': 0.7508165453795838}","{'fold_0': 0.7888948991839464, 'fold_1': 0.824839139516461, 'fold_2': 0.7126125481429386, 'fold_3': 0.88675962895462, 'fold_4': 0.8351376235545651, 'fold_5': 0.852290853426154, 'fold_6': 0.8354723279005882, 'fold_7': 0.7792051094687233, 'fold_8': 0.8240784580933029, 'fold_9': 0.7575857473890555}",{},0.8097,0.587
63,"('linear', 0.1, 0.05)","{'fold_0': 0.5004283008619375, 'fold_1': 0.5663208058440052, 'fold_2': 0.45668706513821067, 'fold_3': 0.4039155861691504, 'fold_4': 0.5986886012760734, 'fold_5': 0.61792235719185, 'fold_6': 0.557885645005392, 'fold_7': 0.6212204631098175, 'fold_8': 0.47426830452203284, 'fold_9': 0.6812806203748986}","{'fold_0': 0.8378391667724512, 'fold_1': 0.8524576006635359, 'fold_2': 0.8503450803921966, 'fold_3': 0.8976361657330975, 'fold_4': 0.8409247004431958, 'fold_5': 0.8327690501253173, 'fold_6': 0.806922771764641, 'fold_7': 0.8070404729358023, 'fold_8': 0.8459412164942615, 'fold_9': 0.8004082656314233}",{},0.8372,0.548
64,"('linear', 0.1, 0.1)","{'fold_0': 0.49716524092862097, 'fold_1': 0.5589432743239283, 'fold_2': 0.45651931911332116, 'fold_3': 0.4024245232257047, 'fold_4': 0.5931095636114101, 'fold_5': 0.6091429076344367, 'fold_6': 0.5496928745744305, 'fold_7': 0.6177027529813404, 'fold_8': 0.47439202930490015, 'fold_9': 0.684583644229542}","{'fold_0': 0.8399470226922094, 'fold_1': 0.8562766681834317, 'fold_2': 0.850454999894187, 'fold_3': 0.8983905273131093, 'fold_4': 0.8438756567319554, 'fold_5': 0.8374873309882105, 'fold_6': 0.8125519628641485, 'fold_7': 0.8092195829695896, 'fold_8': 0.8458608258140838, 'fold_9': 0.7984682298749756}",{},0.8393,0.544
65,"('linear', 0.1, 0.15)","{'fold_0': 0.4966266741457144, 'fold_1': 0.5579427001925263, 'fold_2': 0.4655739090232437, 'fold_3': 0.3969272432119056, 'fold_4': 0.5858526723900972, 'fold_5': 0.6078443010612025, 'fold_6': 0.5479878636216904, 'fold_7': 0.618089558285405, 'fold_8': 0.4737222452020797, 'fold_9': 0.6874132911228331}","{'fold_0': 0.840293597718994, 'fold_1': 0.856790770919122, 'fold_2': 0.8444640292192551, 'fold_3': 0.9011476184318219, 'fold_4': 0.8476727501162337, 'fold_5': 0.8381795004736454, 'fold_6': 0.8137129940861246, 'fold_7': 0.808980574864059, 'fold_8': 0.8462957702522335, 'fold_9': 0.7967987704553814}",{},0.8394,0.544
66,"('linear', 0.1, 0.2)","{'fold_0': 0.49251655288402674, 'fold_1': 0.5593129871019662, 'fold_2': 0.46707764341895525, 'fold_3': 0.39243081500561316, 'fold_4': 0.5771561153136944, 'fold_5': 0.6021988443099145, 'fold_6': 0.5479971775074673, 'fold_7': 0.6172300043507823, 'fold_8': 0.4739218779701827, 'fold_9': 0.6876002376860272}","{'fold_0': 0.8429261442667071, 'fold_1': 0.8560864738355447, 'fold_2': 0.8434576906293423, 'fold_3': 0.9033745508193983, 'fold_4': 0.8521615590358232, 'fold_5': 0.8411714122245998, 'fold_6': 0.8137066615712828, 'fold_7': 0.8095114925240985, 'fold_8': 0.8461661969988385, 'fold_9': 0.7966882316063283}",{},0.8405,0.542
